datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-26,044 Spanje/Port,ELE.MC,5,39.62,37.69,38.21,9,True,1.83,True,True,74.2
2026-06-26,044 Spanje/Port,LDA.MC,3,1.2,1.164,1.2,5,False,6.25,False,True,61.2
2026-06-26,044 Spanje/Port,AENA.MC,4,27.3,24.06,24.8,20,True,0.43,True,True,55
2026-06-26,044 Spanje/Port,ENG.MC,4,17.61,17.57,17.85,10,True,0.99,True,True,55
2026-06-26,044 Spanje/Port,MRL.MC,4,15.54,15.23,15.5,10,True,0.31,True,True,55
2026-06-26,044 Spanje/Port,FDR.MC,3,19.52,18.82,19.18,5,True,1.6,False,False,48.0
2026-06-26,044 Spanje/Port,ART.MC,3,33.7,36.5,38.0,4,False,2.27,False,True,41.4
2026-06-26,044 Spanje/Port,AIR.MC,3,191.82,174.84,179.48,16,True,0.36,False,True,40
2026-06-26,044 Spanje/Port,ENO.MC,3,38.3,36.7,37.95,6,True,0.8,False,True,40
2026-06-26,044 Spanje/Port,ITX.MC,3,56.0,55.16,56.4,6,True,0.59,False,True,40
2026-06-26,044 Spanje/Port,VID.MC,3,83.1,78.7,81.1,10,True,0.78,False,True,40
2026-06-26,044 Spanje/Port,VIS.MC,3,58.6,57.4,58.3,8,True,0.87,False,True,40
