datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-06-30,048 Nasdaq/NYSE,GE,6,373.73,2,9.25,319.14,276.18,True,0.5,True,True,False,True,105
2026-06-30,048 Nasdaq/NYSE,PKG,6,238.28,2,6.02,229.75,209.66,True,0.4,True,True,True,False,100
2026-06-30,048 Nasdaq/NYSE,CHD,4,96.88,5,6.44,96.5149,92.48,True,0.7,True,False,False,False,95
2026-06-30,048 Nasdaq/NYSE,DGX,4,211.95,5,7.07,204.1097,190.53,True,0.63,True,False,False,False,95
2026-06-30,048 Nasdaq/NYSE,KVUE,4,19.11,5,7.36,17.6474,16.48,True,0.77,True,False,False,False,95
2026-06-30,048 Nasdaq/NYSE,PPG,5,121.29,2,11.6,117.6033,98.31,True,0.38,True,False,True,True,95
2026-06-30,048 Nasdaq/NYSE,WAB,7,269.6,2,5.07,274.1565,250.66,False,1.18,True,True,True,True,95
2026-06-30,048 Nasdaq/NYSE,MRK,4,128.5,4,8.98,123.1147,109.92,True,1.11,True,False,False,False,90
2026-06-30,048 Nasdaq/NYSE,TDY,4,666.9,4,5.63,663.95,596.51,True,1.03,True,False,False,False,90
2026-06-30,048 Nasdaq/NYSE,FAST,4,48.03,2,6.57,45.64,44.11,True,1.17,True,False,False,False,80
2026-06-30,048 Nasdaq/NYSE,PHM,5,137.21,2,6.07,132.8582,112.71,True,0.77,False,True,True,False,80
2026-06-30,048 Nasdaq/NYSE,TER,4,483.84,2,19.08,382.8554,324.04,True,1.1,True,False,True,False,80
2026-06-30,048 Nasdaq/NYSE,MHK,4,121.33,3,6.72,107.39,98.95,True,0.77,False,False,True,False,75
2026-06-30,048 Nasdaq/NYSE,EMR,4,143.15,4,6.29,152.185,134.34,False,0.6,True,False,False,False,70
2026-06-30,048 Nasdaq/NYSE,VRTX,4,496.73,2,6.72,447.82,419.73,True,1.09,False,False,True,False,70
2026-06-30,048 Nasdaq/NYSE,GRMN,5,237.54,2,4.67,241.7094,227.16,False,0.7,False,False,True,True,65
2026-06-30,048 Nasdaq/NYSE,DHI,5,162.88,2,5.44,166.4763,141.14,False,0.43,False,True,True,False,60
2026-06-30,048 Nasdaq/NYSE,PYPL,4,43.18,3,6.91,51.6996,40.96,False,0.9,False,True,True,False,55
2026-06-30,048 Nasdaq/NYSE,SYK,4,314.84,3,5.16,352.8,294.3,False,1.02,False,True,True,False,55
2026-06-30,048 Nasdaq/NYSE,NOC,4,509.31,2,6.36,705.4452,518.79,False,1.33,False,True,True,False,50
2026-06-30,048 Nasdaq/NYSE,PFE,4,24.08,2,4.79,27.3978,24.98,False,1.14,False,True,True,False,50
