datum,exchange,ticker,vcp_score,rs,price,pivot,stop,pct_from_high,pct_from_low,total_score
2026-07-27,048 Nasdaq/NYSE,LLY,2,71.6,1197.53,1235.56,1146.9,3.1,92.8,69.6
