datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-07-02,045 Londen,CNE.L,5,345.0,280.0,300.0,7,True,7.01,True,True,100.0
2026-07-02,045 Londen,CMCX.L,5,700.0,447.5,470.0,13,True,2.64,True,True,78.2
2026-07-02,045 Londen,LIO.L,4,341.5,330.387,343.8824,7,True,2.32,False,True,61.6
2026-07-02,045 Londen,CHG.L,4,572.0,481.0,499.6,7,True,2.25,False,True,61.3
2026-07-02,045 Londen,GSK.L,4,2004.0,1923.0,1978.5,11,True,2.04,False,True,60.2
2026-07-02,045 Londen,CLIG.L,4,455.0,435.0,445.0,8,True,1.92,False,True,59.6
2026-07-02,045 Londen,QQ.L,4,478.0,412.4,429.8,6,True,1.89,False,True,59.4
2026-07-02,045 Londen,SSE.L,4,2460.0,2312.0,2398.0,13,True,1.88,False,True,59.4
2026-07-02,045 Londen,HIK.L,4,1554.0,1451.0,1487.0,13,True,1.64,False,True,58.2
2026-07-02,045 Londen,ABDN.L,4,253.6,234.8,245.585,6,True,0.89,True,True,55
2026-07-02,045 Londen,APN.L,4,315.0,209.0,215.0,37,True,0.87,True,True,55
2026-07-02,045 Londen,BEZ.L,4,1288.0,1282.5,1285.0,20,True,0.32,True,True,55
2026-07-02,045 Londen,CCH.L,4,5140.0,4542.0,4608.0,12,True,1.15,True,True,55
2026-07-02,045 Londen,COST.L,4,210.5,189.0,195.0,19,True,1.14,True,True,55
2026-07-02,045 Londen,EMG.L,4,300.8,286.2,299.6,7,True,1.1,True,True,55
2026-07-02,045 Londen,HMSO.L,4,371.8,343.0,352.0,13,True,0.76,True,True,55
2026-07-02,045 Londen,HSX.L,4,1851.0,1717.0,1762.0,21,True,0.67,True,True,55
2026-07-02,045 Londen,KLR.L,4,2696.0,2594.0,2680.0,9,True,0.8,True,True,55
2026-07-02,045 Londen,PSON.L,4,1244.0,1128.0,1147.557,12,True,1.18,True,True,55
2026-07-02,045 Londen,SCT.L,4,1947.0,1760.0,1791.0,10,True,0.65,True,True,55
2026-07-02,045 Londen,WOSG.L,4,736.5,703.0,717.0,6,True,0.84,True,True,55
2026-07-02,045 Londen,ITRK.L,4,5815.0,5790.0,5815.0,9,False,1.8,True,True,54.0
2026-07-02,045 Londen,PINE.L,3,300.5,244.0,258.826,12,True,2.62,False,False,53.1
2026-07-02,045 Londen,BCG.L,3,188.9,185.8,195.0,6,True,2.05,False,False,50.3
2026-07-02,045 Londen,IPF.L,3,249.0,247.5,250.0,9,False,3.91,False,True,49.5
2026-07-02,045 Londen,AJB.L,3,631.0,584.5,620.0,7,True,0.63,False,True,40
2026-07-02,045 Londen,ASHM.L,3,212.4,194.3,203.4,9,True,1.15,False,True,40
2026-07-02,045 Londen,BA.L,3,1982.5,1792.0,1840.5,7,True,0.97,False,True,40
2026-07-02,045 Londen,CKN.L,3,4422.0,4166.0,4378.0,6,True,1.32,False,True,40
2026-07-02,045 Londen,CPG.L,3,33.16,32.03,33.01,6,True,0.64,False,True,40
2026-07-02,045 Londen,EDV.L,3,3996.0,3704.0,3860.0,5,True,0.91,False,True,40
2026-07-02,045 Londen,FCH.L,3,161.4,143.8,150.2,9,True,1.29,False,True,40
2026-07-02,045 Londen,FRAS.L,3,757.5,710.5,730.5,10,True,0.82,False,True,40
2026-07-02,045 Londen,GPE.L,3,338.4,314.6,330.0,12,True,0.36,False,True,40
2026-07-02,045 Londen,HLN.L,3,360.4,331.6,341.9,14,True,1.31,False,True,40
2026-07-02,045 Londen,IHP.L,3,375.0,351.0,364.5,6,True,0.74,False,True,40
2026-07-02,045 Londen,JUP.L,3,171.6,160.4,166.4,7,True,0.64,False,True,40
2026-07-02,045 Londen,LRE.L,3,651.5,638.0,651.0,10,True,0.82,False,True,40
2026-07-02,045 Londen,MCB.L,3,163.4,147.2,156.0,8,True,0.88,False,True,40
2026-07-02,045 Londen,MONY.L,3,190.9,181.0,185.7,9,True,1.01,False,True,40
2026-07-02,045 Londen,OXIG.L,3,3098.0,2916.0,3093.303,9,True,0.99,False,True,40
2026-07-02,045 Londen,HLMA.L,3,3970.0,3872.0,3996.6221,6,False,1.62,False,True,38.1
2026-07-02,045 Londen,CABP.L,3,78.5,78.5,81.5,6,False,1.59,False,True,37.9
2026-07-02,045 Londen,DPLM.L,3,7195.0,7050.0,7230.0,6,False,0.58,True,True,35
2026-07-02,045 Londen,EZJ.L,3,558.0,558.0,587.0,4,False,0.73,True,True,35
2026-07-02,045 Londen,GAW.L,3,21480.0,21480.0,22199.0723,4,False,0.53,True,True,35
2026-07-02,045 Londen,NXT.L,3,14665.0,14543.209,14863.1694,5,False,0.5,True,True,35
2026-07-02,045 Londen,PLUS.L,3,5050.0,5050.0,5535.0,8,False,0.71,True,True,35
2026-07-02,045 Londen,SDR.L,3,586.5,585.5,589.0,4,False,0.74,True,True,35
2026-07-02,045 Londen,SGRO.L,3,883.8,871.4,893.6,7,False,0.67,True,True,35
2026-07-02,045 Londen,TET.L,3,305.0,301.0,305.5,23,False,0.3,True,True,35
