datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-22,048 Nasdaq/NYSE,CIEN,4,460.33,98.1,2333.0,-30.4,97.9,26.6,0.6,423.5,True,False,False,False,True,True,True,292.9
2026-06-22,048 Nasdaq/NYSE,GEV,5,1127.59,92.4,1768.1,0.0,79.6,1.9,0.97,1037.38,True,False,True,False,True,True,True,255.3
2026-06-22,048 Nasdaq/NYSE,COHR,5,425.48,97.8,1118.3,0.0,89.5,0.3,1.09,391.44,True,False,True,False,True,True,True,191.4
2026-06-22,048 Nasdaq/NYSE,MU,5,1211.38,98.7,770.8,0.0,81.6,0.0,0.98,1114.47,True,False,True,False,True,True,True,156.8
2026-06-22,048 Nasdaq/NYSE,TER,6,457.0,97.6,303.4,11.1,96.5,0.0,1.9,420.44,True,False,True,True,True,True,True,119.9
2026-06-22,048 Nasdaq/NYSE,AMD,6,551.63,97.3,95.1,125.3,72.2,0.0,1.07,507.5,True,True,True,False,True,True,True,99.0
2026-06-22,048 Nasdaq/NYSE,ADI,6,445.48,90.7,106.5,-17.3,93.5,0.0,1.33,409.84,True,False,True,True,True,True,True,98.8
2026-06-22,048 Nasdaq/NYSE,FIX,6,2066.51,96.4,38.2,77.8,96.5,0.0,1.02,1901.19,True,True,True,False,True,True,True,93.1
2026-06-22,048 Nasdaq/NYSE,GLW,5,209.83,96.7,136.3,65.7,73.7,0.0,1.02,193.04,True,False,True,False,True,True,True,93.0
2026-06-22,048 Nasdaq/NYSE,QCOM,6,221.9,83.2,162.1,-12.5,84.9,11.3,1.23,204.15,True,False,True,True,True,True,True,92.8
2026-06-22,048 Nasdaq/NYSE,FCX,5,69.21,80.6,150.3,9.2,88.3,3.5,0.84,63.67,True,False,True,False,True,True,True,91.2
2026-06-22,048 Nasdaq/NYSE,TXN,6,332.28,89.2,31.0,-12.4,92.6,0.0,1.37,305.7,True,False,True,True,True,True,True,90.9
2026-06-22,048 Nasdaq/NYSE,NXPI,5,323.24,84.0,129.0,-15.0,100.7,2.8,1.02,297.38,True,False,True,False,True,True,True,89.7
2026-06-22,048 Nasdaq/NYSE,APH,6,165.96,82.3,26.5,48.8,97.9,0.0,1.07,152.68,True,True,True,False,True,True,True,89.1
2026-06-22,048 Nasdaq/NYSE,EME,7,868.88,80.0,26.9,41.8,97.0,7.9,1.24,799.37,True,True,True,True,True,True,True,88.7
2026-06-22,048 Nasdaq/NYSE,FTNT,6,145.39,82.6,23.3,27.1,72.5,2.9,1.23,133.76,False,True,True,True,True,True,True,86.5
2026-06-22,048 Nasdaq/NYSE,HST,5,25.13,80.3,99.2,1.7,105.7,0.0,1.09,23.12,True,False,True,False,True,True,True,86.0
2026-06-22,048 Nasdaq/NYSE,GOOGL,6,349.68,88.1,81.2,33.8,80.8,13.1,0.91,321.71,True,True,True,False,True,True,True,85.7
2026-06-22,048 Nasdaq/NYSE,GOOG,6,348.78,87.5,81.2,33.8,61.1,12.5,1.0,320.88,True,True,True,False,True,True,True,85.6
2026-06-22,048 Nasdaq/NYSE,GNRC,5,295.54,93.8,67.1,-11.4,94.0,0.0,0.97,271.9,True,False,True,False,True,True,True,85.5
2026-06-22,048 Nasdaq/NYSE,LRCX,5,409.54,97.0,37.2,9.0,88.1,0.0,1.14,376.78,True,False,True,False,True,True,True,83.1
2026-06-22,048 Nasdaq/NYSE,MPWR,6,1537.88,93.0,43.1,20.6,101.1,9.0,1.31,1414.85,True,False,True,True,True,True,True,82.9
2026-06-22,048 Nasdaq/NYSE,AMAT,5,640.18,96.1,31.3,1.0,85.1,0.0,1.1,588.97,True,False,True,False,True,True,True,82.3
2026-06-22,048 Nasdaq/NYSE,KEYS,5,373.34,92.7,35.8,-10.3,92.9,0.0,1.01,343.47,True,False,True,False,True,True,True,82.1
