datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-25,046 Milaan,PRY.MI,7,148.1,95.9,64.0,54.9,58.4,5.6,1.46,136.25,True,True,True,True,True,True,True,95.6
2026-06-25,046 Milaan,DIS.MI,6,7.97,93.4,45.6,-32.2,9.0,12.7,1.27,7.33,True,False,True,True,True,True,True,83.2
2026-06-25,046 Milaan,ELN.MI,5,16.81,84.3,-4.8,-5.1,31.4,2.3,1.73,15.47,False,False,True,True,True,True,True,76.9
2026-06-25,046 Milaan,DAN.MI,4,73.8,93.8,4.6,4.9,11.8,3.0,0.88,67.9,False,False,True,False,True,True,True,68.8
2026-06-25,046 Milaan,SPM.MI,5,4.4,90.0,1.3,31.6,49.8,8.7,0.75,4.05,False,True,True,False,True,True,True,68.0
2026-06-25,046 Milaan,UNI.MI,4,24.17,81.0,9.7,16.0,20.5,2.1,0.94,22.24,False,False,True,False,True,True,True,66.2
2026-06-25,046 Milaan,G.MI,4,42.87,80.5,0.0,5.5,35.9,0.0,1.11,39.44,False,False,True,False,True,True,True,66.1
2026-06-25,046 Milaan,AZM.MI,4,36.58,74.4,8.7,10.0,31.1,4.4,1.29,33.65,False,False,True,True,False,True,True,50
2026-06-25,046 Milaan,DLG.MI,4,36.64,72.8,7.5,12.4,28.9,5.0,2.04,33.71,False,False,True,True,False,True,True,40
2026-06-25,046 Milaan,TEN.MI,4,25.09,79.8,6.7,-29.8,14.4,9.4,1.29,23.08,False,False,True,True,False,True,True,40
