datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-23,043 Frankfurt,SAP.DE,4,134.52,34.7,✓ oververkocht (34.7),✗ neutraal (-9.435),94.3,✓ 94.3% opwaarts (ratio 10.5:1),132.22,✓ 1.7% boven bodem (132.22),261.36,122.45,189.0,✓ 189.00%
2026-06-23,043 Frankfurt,BMW.DE,4,61.06,36.7,✓ oververkocht (36.7),✗ neutraal (-2.152),50.8,✓ 50.8% opwaarts (ratio 7.0:1),59.74,✓ 2.2% boven bodem (59.74),92.11,56.65,722.0,✓ 722.00%
2026-06-23,043 Frankfurt,EVD.DE,3,50.4,39.3,✓ oververkocht (39.3),✗ neutraal (-5.018),106.0,✓ 106.0% opwaarts (ratio 14.3:1),47.69,✗ 5.7% boven bodem (47.69),103.83,46.68,282.0,✓ 282.00%
2026-06-23,043 Frankfurt,BEI.DE,3,71.26,32.0,✓ oververkocht (32.0),✗ neutraal (-12.582),54.4,✓ 54.4% opwaarts (ratio 11.8:1),67.3,✗ 5.9% boven bodem (67.30),110.04,67.97,140.0,✓ 140.00%
2026-06-23,043 Frankfurt,MUM.DE,3,34.35,37.5,✓ oververkocht (37.5),✗ neutraal (-3.288),53.4,✓ 53.4% opwaarts (ratio 9.1:1),31.54,✗ 8.9% boven bodem (31.54),52.69,32.33,573.0,✓ 573.00%
2026-06-23,043 Frankfurt,QIA.DE,3,32.61,41.8,✓ herstel (41.8 ↑),✗ neutraal (-1.569),42.4,✓ 42.4% opwaarts (ratio 9.1:1),28.11,✗ 16.0% boven bodem (28.11),46.43,31.09,93.0,✓ 93.00%
2026-06-23,043 Frankfurt,VNA.DE,3,20.26,44.5,✗ neutraal (44.5),✗ neutraal (-0.445),40.8,✓ 40.8% opwaarts (ratio 8.1:1),19.7,✓ 2.8% boven bodem (19.70),28.53,19.24,599.0,✓ 599.00%
2026-06-23,043 Frankfurt,SHL.DE,3,34.52,32.7,✓ oververkocht (32.7),✗ neutraal (-3.475),40.1,✓ 40.1% opwaarts (ratio 9.1:1),33.4,✗ 3.4% boven bodem (33.40),48.37,32.99,290.0,✓ 290.00%
2026-06-23,043 Frankfurt,DWNI.DE,3,18.08,41.1,✗ neutraal (41.1),✗ neutraal (-0.565),35.0,✓ 35.0% opwaarts (ratio 7.9:1),17.86,✓ 1.2% boven bodem (17.86),24.4,17.28,22.0,✓ 22.00%
2026-06-23,043 Frankfurt,FNTN.DE,3,24.32,49.1,✗ neutraal (49.1),✗ neutraal (0.657),27.8,✓ 27.8% opwaarts (ratio 6.7:1),23.89,✓ 1.8% boven bodem (23.89),31.09,23.3,843.0,✓ 843.00%
2026-06-23,043 Frankfurt,BOSS.DE,3,37.95,42.4,✓ herstel (42.4 ↑),✓ histogram ↑ (0.689),12.4,✗ 12.4% / ratio 2.9:1,34.15,✗ 11.1% boven bodem (34.15),42.67,36.34,11.0,✓ 11.00%
