datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-06-30,042 Parijs,OR.PA,4,383.65,5,6.95,362.6751,365.36,True,1.15,True,False,False,False,95
2026-06-30,042 Parijs,MC.PA,4,484.1,5,6.54,473.8238,453.51,True,0.98,False,False,True,False,85
2026-06-30,042 Parijs,SAF.PA,4,345.0,4,7.66,344.0344,282.43,True,1.34,False,False,True,False,80
2026-06-30,042 Parijs,DG.PA,4,127.8,5,4.26,134.2581,120.18,False,1.11,True,False,False,False,75
2026-06-30,042 Parijs,CDI.PA,4,449.0,4,6.62,471.237,424.77,False,1.19,False,False,True,False,60
2026-06-30,042 Parijs,HO.PA,5,224.8,2,7.61,239.0421,220.08,False,0.95,False,True,True,False,60
2026-06-30,042 Parijs,AM.PA,4,287.2,3,6.03,335.2647,282.7,False,0.6,False,True,True,False,55
2026-06-30,042 Parijs,AI.PA,4,173.28,2,3.56,184.9,162.57,False,1.22,False,True,False,False,50
2026-06-30,042 Parijs,RBT.PA,4,806.0,2,5.48,829.6177,773.57,False,1.21,False,False,True,False,50
2026-06-30,042 Parijs,OR.PA,4,383.65,5,6.95,362.6751,365.36,True,1.15,True,False,False,False,95
2026-06-30,042 Parijs,MC.PA,4,484.1,5,6.54,473.8238,453.51,True,0.98,False,False,True,False,85
2026-06-30,042 Parijs,SAF.PA,4,345.0,4,7.66,344.0344,282.43,True,1.34,False,False,True,False,80
2026-06-30,042 Parijs,DG.PA,4,127.8,5,4.26,134.2581,120.18,False,1.11,True,False,False,False,75
2026-06-30,042 Parijs,CDI.PA,4,449.0,4,6.62,471.237,424.77,False,1.19,False,False,True,False,60
2026-06-30,042 Parijs,HO.PA,5,224.8,2,7.61,239.0421,220.08,False,0.95,False,True,True,False,60
2026-06-30,042 Parijs,AM.PA,4,287.2,3,6.03,335.2647,282.7,False,0.6,False,True,True,False,55
2026-06-30,042 Parijs,AI.PA,4,173.28,2,3.56,184.9,162.57,False,1.22,False,True,False,False,50
2026-06-30,042 Parijs,RBT.PA,4,806.0,2,5.48,829.6177,773.57,False,1.21,False,False,True,False,50
