datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-19,041 Benelux,HEIJM.AS,7,115.9,95.2,34.3,47.7,47.7,0.8,1.33,106.63,True,True,True,True,True,True,True,102.5
2026-06-19,041 Benelux,ARGX.BR,6,773.8,84.2,116.0,0.0,47.0,3.6,1.3,711.9,True,False,True,True,True,True,True,98.4
2026-06-19,041 Benelux,JEN.BR,6,84.2,83.8,34.4,37.5,7.9,3.4,1.1,77.46,True,True,True,False,True,True,True,90.2
2026-06-19,041 Benelux,BESI.AS,5,309.8,95.8,63.7,-13.8,63.2,2.5,0.92,285.02,True,False,True,False,True,True,True,85.5
2026-06-19,041 Benelux,KENDR.AS,6,20.2,91.2,40.6,40.3,48.2,6.5,1.74,18.58,True,False,True,True,True,True,True,82.3
2026-06-19,041 Benelux,ASML.AS,4,1657.8,95.0,17.1,10.7,46.6,1.1,0.81,1525.18,False,False,True,False,True,True,True,69.0
2026-06-19,041 Benelux,JDEP.AS,5,31.84,71.5,89.4,47.3,7.0,2.9,0.76,29.29,True,True,True,False,False,True,True,68.9
2026-06-19,041 Benelux,NEDAP.AS,4,96.3,78.0,32.0,6.6,28.4,3.6,0.91,88.6,True,False,True,False,False,True,True,53.2
2026-06-19,041 Benelux,UCB.BR,5,249.7,71.1,26.4,113.1,41.6,12.0,0.91,229.72,True,True,True,False,False,True,True,52.6
2026-06-19,041 Benelux,SIP.BR,4,92.5,75.4,66.0,31.3,3.4,5.1,1.57,85.1,True,False,True,True,False,False,True,46.6
2026-06-19,041 Benelux,LOTB.BR,4,11180.0,70.9,15.4,15.4,13.3,5.1,1.21,10285.6,False,False,True,True,False,True,True,40
