datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-07-01,041 Benelux,AED.BR,4,70.35,5,6.43,74.7694,66.28,False,0.91,True,False,False,False,75
2026-07-01,041 Benelux,THEON.AS,6,31.4,2,9.11,33.9647,29.6,False,1.11,False,True,True,True,75
2026-07-01,041 Benelux,TWEKA.AS,6,43.88,2,6.43,47.72,42.06,False,0.63,False,True,True,True,75
2026-07-01,041 Benelux,ARGX.BR,4,793.6,2,7.68,721.0,648.71,True,1.3,False,True,False,False,70
2026-07-01,041 Benelux,SIP.BR,5,91.0,2,5.88,96.9234,90.37,False,0.75,False,True,False,True,65
2026-07-01,041 Benelux,SHUR.BR,5,26.3,2,8.1,27.9915,22.39,False,1.03,False,True,True,False,60
2026-07-01,041 Benelux,SHELL.AS,4,33.6,2,5.79,38.2832,35.34,False,0.75,False,True,False,True,55
2026-07-01,041 Benelux,AED.BR,4,70.35,5,6.43,74.7694,66.28,False,0.91,True,False,False,False,75
2026-07-01,041 Benelux,THEON.AS,6,31.4,2,9.11,33.9647,29.6,False,1.11,False,True,True,True,75
2026-07-01,041 Benelux,TWEKA.AS,6,43.88,2,6.43,47.72,42.06,False,0.63,False,True,True,True,75
2026-07-01,041 Benelux,ARGX.BR,4,793.6,2,7.68,721.0,648.71,True,1.3,False,True,False,False,70
2026-07-01,041 Benelux,SIP.BR,5,91.0,2,5.88,96.9234,90.37,False,0.75,False,True,False,True,65
2026-07-01,041 Benelux,SHUR.BR,5,26.3,2,8.1,27.9915,22.39,False,1.03,False,True,True,False,60
2026-07-01,041 Benelux,SHELL.AS,4,33.6,2,5.79,38.2832,35.34,False,0.75,False,True,False,True,55
