datum,exchange,ticker,vcp_score,rs,price,pivot,stop,pct_from_high,pct_from_low,total_score
2026-07-21,043 Frankfurt,BSL.DE,2,92.6,27.9,31.9,25.67,12.5,144.4,73.3
