datum,exchange,ticker,score,price,rev_growth,rev_rank,rs,rs_rank,high52w,pct_from_high,breakout,breakout_vol,ma50,above_ma50,stop,total_score
2026-07-27,051 Warschau,ASB.WA,4,112.0,28.4,91.2,98.1,99.1,116.6,3.9,False,0.44,93.38,True,100.8,72.3
2026-07-27,051 Warschau,XTB.WA,3,138.8,13.3,72.3,88.6,89.5,138.8,0.0,True,1.19,113.87,True,124.92,71.6
2026-07-27,051 Warschau,TOR.WA,4,71.6,35.7,93.6,79.0,79.8,73.5,2.6,False,0.51,67.7,True,64.44,67.3
2026-07-27,051 Warschau,PKN.WA,3,151.0,-9.2,7.0,87.1,88.0,156.0,3.2,False,1.12,136.24,True,135.9,56.1
2026-07-27,051 Warschau,APR.WA,3,28.45,7.6,57.8,66.2,66.9,28.45,0.0,True,1.7,25.87,True,25.61,50
2026-07-27,051 Warschau,QRS.WA,3,13.7,30.7,92.7,34.9,35.2,13.8,0.7,False,1.88,12.34,True,12.33,38.1
2026-07-27,051 Warschau,DAD.WA,3,80.8,58.2,97.0,68.9,69.6,83.4,3.1,False,0.68,74.2,True,72.72,35.8
