datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-29,042 Parijs,AC.PA,4,50.14,48.15,49.05,10,True,0.97,True,True,55
2026-06-29,042 Parijs,CS.PA,4,43.39,39.03,39.86,20,True,0.85,True,True,55
2026-06-29,042 Parijs,ELIS.PA,4,27.44,26.4265,26.783,7,True,0.95,True,True,55
2026-06-29,042 Parijs,RBT.PA,3,816.0,791.1912,815.8235,9,True,1.56,False,False,47.8
2026-06-29,042 Parijs,AI.PA,3,172.72,164.16,168.36,8,True,0.89,False,True,40
2026-06-29,042 Parijs,AIR.PA,3,191.58,174.96,179.26,16,True,0.64,False,True,40
2026-06-29,042 Parijs,BN.PA,3,72.04,65.06,66.58,10,True,0.93,False,True,40
2026-06-29,042 Parijs,COV.PA,3,54.75,52.8,54.45,8,True,0.43,False,True,40
2026-06-29,042 Parijs,ERF.PA,3,68.18,62.52,63.9,10,True,0.79,False,True,40
2026-06-29,042 Parijs,IPN.PA,3,165.0,154.5,158.6,15,True,0.79,False,True,40
2026-06-29,042 Parijs,OR.PA,3,387.05,376.0,387.5,8,True,0.64,False,True,40
2026-06-29,042 Parijs,SCR.PA,3,31.56,31.14,31.62,10,True,0.63,False,True,40
2026-06-29,042 Parijs,EXENS.PA,3,55.65,52.65,57.45,4,False,1.66,False,True,38.3
2026-06-29,042 Parijs,SAF.PA,3,336.5,329.4,338.7,7,False,0.85,True,True,35
