datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-06-30,045 Londen,CCH.L,6,4920.0,3,4.21,4586.7088,4134.01,True,1.11,True,True,True,False,105
2026-06-30,045 Londen,COST.L,6,207.5,2,7.01,206.0,181.54,True,0.35,True,True,False,True,105
2026-06-30,045 Londen,DPLM.L,6,7130.0,2,4.89,7099.8051,6764.47,True,0.51,True,False,True,True,105
2026-06-30,045 Londen,CLIG.L,4,448.0,5,4.27,440.0,417.5,True,1.26,True,False,False,False,95
2026-06-30,045 Londen,HMSO.L,4,369.8,5,7.9,341.356,316.75,True,0.83,True,False,False,False,95
2026-06-30,045 Londen,JFJ.L,4,815.0,5,8.06,761.0,737.87,True,0.82,True,False,False,False,95
2026-06-30,045 Londen,SGRO.L,4,875.2,5,4.42,769.7577,692.3,True,1.53,False,False,False,False,85
2026-06-30,045 Londen,AUTO.L,6,499.1,2,5.92,518.2,443.78,False,0.67,False,True,True,True,75
2026-06-30,045 Londen,BLND.L,4,413.6,5,8.52,424.0888,358.45,False,0.43,True,False,False,False,75
2026-06-30,045 Londen,JUP.L,6,163.6,2,8.09,172.5146,151.46,False,0.63,False,True,True,True,75
2026-06-30,045 Londen,MONY.L,4,185.2,3,4.86,173.8963,175.56,True,1.38,False,True,False,False,75
2026-06-30,045 Londen,NG.L,4,1248.0,5,9.56,1386.1491,1167.35,False,0.67,True,False,False,False,75
2026-06-30,045 Londen,ROR.L,5,295.4,2,5.6,341.7451,296.48,False,1.25,False,True,True,True,65
2026-06-30,045 Londen,SMIN.L,4,2560.0,3,5.24,2656.0,2379.97,False,1.1,True,False,False,False,65
2026-06-30,045 Londen,FAN.L,4,611.0,4,9.15,658.0,564.11,False,0.78,False,False,True,False,60
2026-06-30,045 Londen,TRN.L,4,204.0,2,10.07,247.6,207.38,False,1.02,False,True,True,True,55
2026-06-30,045 Londen,WEIR.L,4,2404.0,3,6.62,3185.7454,2309.42,False,0.82,False,True,True,False,55
2026-06-30,045 Londen,CCH.L,6,4920.0,3,4.21,4586.7088,4134.01,True,1.11,True,True,True,False,105
2026-06-30,045 Londen,COST.L,6,207.5,2,7.01,206.0,181.54,True,0.35,True,True,False,True,105
2026-06-30,045 Londen,DPLM.L,6,7130.0,2,4.89,7099.8051,6764.47,True,0.51,True,False,True,True,105
2026-06-30,045 Londen,CLIG.L,4,448.0,5,4.27,440.0,417.5,True,1.26,True,False,False,False,95
2026-06-30,045 Londen,HMSO.L,4,369.8,5,7.9,341.356,316.75,True,0.83,True,False,False,False,95
2026-06-30,045 Londen,JFJ.L,4,815.0,5,8.06,761.0,737.87,True,0.82,True,False,False,False,95
2026-06-30,045 Londen,SGRO.L,4,875.2,5,4.42,769.7577,692.3,True,1.53,False,False,False,False,85
2026-06-30,045 Londen,AUTO.L,6,499.1,2,5.92,518.2,443.78,False,0.67,False,True,True,True,75
2026-06-30,045 Londen,BLND.L,4,413.6,5,8.52,424.0888,358.45,False,0.43,True,False,False,False,75
2026-06-30,045 Londen,JUP.L,6,163.6,2,8.09,172.5146,151.46,False,0.63,False,True,True,True,75
2026-06-30,045 Londen,MONY.L,4,185.2,3,4.86,173.8963,175.56,True,1.38,False,True,False,False,75
2026-06-30,045 Londen,NG.L,4,1248.0,5,9.56,1386.1491,1167.35,False,0.67,True,False,False,False,75
2026-06-30,045 Londen,ROR.L,5,295.4,2,5.6,341.7451,296.48,False,1.25,False,True,True,True,65
2026-06-30,045 Londen,SMIN.L,4,2560.0,3,5.24,2656.0,2379.97,False,1.1,True,False,False,False,65
2026-06-30,045 Londen,FAN.L,4,611.0,4,9.15,658.0,564.11,False,0.78,False,False,True,False,60
2026-06-30,045 Londen,TRN.L,4,204.0,2,10.07,247.6,207.38,False,1.02,False,True,True,True,55
2026-06-30,045 Londen,WEIR.L,4,2404.0,3,6.62,3185.7454,2309.42,False,0.82,False,True,True,False,55
