datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-30,047 Toronto,HBM.TO,6,33.49,93.5,89.6,192.6,70.5,24.0,1.54,30.81,True,True,False,True,True,True,True,87.7
2026-06-30,047 Toronto,CLS.TO,5,517.24,94.7,146.3,84.6,72.2,20.8,1.01,475.86,True,True,False,False,True,True,True,83.6
2026-06-30,047 Toronto,ATZ.TO,6,156.39,94.2,34.8,120.2,43.1,9.7,0.95,143.88,True,True,True,False,True,True,True,82.3
2026-06-30,047 Toronto,GMIN.TO,4,41.53,92.8,229.0,0.0,49.3,28.5,0.55,38.21,True,False,False,False,True,True,True,81.5
2026-06-30,047 Toronto,ABX.TO,4,52.15,84.4,238.0,98.1,67.3,26.5,0.74,47.98,True,True,False,False,True,True,False,80.7
2026-06-30,047 Toronto,LUN.TO,4,34.56,93.6,126.4,130.5,50.8,22.1,0.75,31.8,True,False,False,False,True,True,True,71.4
2026-06-30,047 Toronto,OGC.TO,4,35.55,82.2,129.1,175.1,55.5,38.6,0.87,32.71,True,True,False,False,True,True,False,69.3
2026-06-30,047 Toronto,TIH.TO,4,233.22,88.5,24.5,-3.6,43.8,3.2,1.11,214.56,False,False,True,False,True,True,True,67.7
2026-06-30,047 Toronto,IGM.TO,4,79.18,88.1,21.4,-2.1,9.3,4.3,0.99,72.85,False,False,True,False,True,True,True,67.6
2026-06-30,047 Toronto,CVE.TO,4,35.19,86.9,82.8,-2.2,55.3,19.0,0.97,32.37,True,False,False,False,True,True,True,65.7
2026-06-30,047 Toronto,TFII.TO,4,204.15,86.2,-22.7,-21.6,80.5,10.4,0.84,187.82,False,False,True,False,True,True,True,57.2
2026-06-30,047 Toronto,FTT.TO,4,100.18,85.4,16.3,12.2,47.6,7.3,1.17,92.17,False,False,True,False,True,True,True,57.1
2026-06-30,047 Toronto,WCP.TO,4,14.73,81.9,-86.3,5.2,28.5,14.2,0.7,13.55,False,False,True,False,True,True,True,56.4
