datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-23,045 Londen,APTD.L,4,207.0,33.4,✓ oververkocht (33.4),✗ neutraal (-26.558),62.3,✓ 62.3% opwaarts (ratio 5.7:1),207.0,✓ 0.0% boven bodem (207.00),335.92,184.4,261.0,✓ 261.00%
2026-06-23,045 Londen,LSL.L,4,210.0,37.4,✓ oververkocht (37.4),✗ neutraal (-16.503),55.2,✓ 55.2% opwaarts (ratio 6.2:1),205.0,✓ 2.4% boven bodem (205.00),325.84,191.33,548.0,✓ 548.00%
2026-06-23,045 Londen,REC.L,4,46.5,33.6,✓ oververkocht (33.6),✗ neutraal (-4.751),44.4,✓ 44.4% opwaarts (ratio 4.8:1),46.5,✓ 0.0% boven bodem (46.50),67.15,42.22,761.0,✓ 761.00%
2026-06-23,045 Londen,LIO.L,4,294.0,38.6,✓ oververkocht (38.6),✓ histogram ↑ (6.418),40.4,✓ 40.4% opwaarts (ratio 4.8:1),231.5,✗ 27.0% boven bodem (231.50),412.88,269.33,1906.0,✓ 1906.00%
2026-06-23,045 Londen,BCG.L,3,190.2,39.0,✓ oververkocht (39.0),✗ neutraal (-21.634),98.4,✓ 98.4% opwaarts (ratio 11.2:1),170.8,✗ 11.4% boven bodem (170.80),377.45,173.46,178.0,✓ 178.00%
2026-06-23,045 Londen,RMV.L,3,422.6,32.9,✓ oververkocht (32.9),✗ neutraal (-46.228),94.9,✓ 94.9% opwaarts (ratio 15.1:1),404.0,✗ 4.6% boven bodem (404.00),823.63,396.01,251.0,✓ 251.00%
2026-06-23,045 Londen,CARD.L,3,62.1,37.8,✓ oververkocht (37.8),✗ neutraal (-8.261),78.0,✓ 78.0% opwaarts (ratio 9.4:1),60.07,✗ 3.4% boven bodem (60.07),110.53,56.92,790.0,✓ 790.00%
2026-06-23,045 Londen,AUTO.L,3,488.7,35.2,✓ oververkocht (35.2),✗ neutraal (-70.652),71.3,✓ 71.3% opwaarts (ratio 11.4:1),427.2,✗ 14.4% boven bodem (427.20),837.27,458.2,240.0,✓ 240.00%
2026-06-23,045 Londen,RNK.L,3,98.9,49.4,✓ herstel (49.4 ↑),✗ neutraal (2.022),62.3,✓ 62.3% opwaarts (ratio 6.0:1),88.09,✗ 12.3% boven bodem (88.09),160.56,88.68,297.0,✓ 297.00%
2026-06-23,045 Londen,EXPN.L,3,2520.0,34.6,✓ oververkocht (34.6),✗ neutraal (-217.761),62.2,✓ 62.2% opwaarts (ratio 8.8:1),2375.0,✗ 6.1% boven bodem (2375.00),4087.81,2342.33,207.0,✓ 207.00%
2026-06-23,045 Londen,FORT.L,3,132.2,35.9,✓ oververkocht (35.9),✗ neutraal (-5.174),54.2,✓ 54.2% opwaarts (ratio 6.1:1),127.8,✗ 3.4% boven bodem (127.80),203.91,120.52,469.0,✓ 469.00%
2026-06-23,045 Londen,PSN.L,3,1032.5,43.7,✗ neutraal (43.7),✗ neutraal (-31.536),49.4,✓ 49.4% opwaarts (ratio 6.8:1),1016.14,✓ 1.6% boven bodem (1016.14),1542.95,957.71,570.0,✓ 570.00%
2026-06-23,045 Londen,MRO.L,3,474.7,44.2,✓ herstel (44.2 ↑),✗ neutraal (-9.707),43.6,✓ 43.6% opwaarts (ratio 7.0:1),448.2,✗ 5.9% boven bodem (448.20),681.74,445.29,151.0,✓ 151.00%
