datum,exchange,ticker,score,price,rev_growth,rev_rank,rs,rs_rank,high52w,pct_from_high,breakout,breakout_vol,ma50,above_ma50,stop,total_score
2026-07-27,042 Parijs,IPS.PA,3,40.36,3.4,41.3,29.8,30.1,40.36,0.0,True,1.52,35.51,True,36.32,50
