datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-24,045 Londen,MRO.L,3,477.8,44.6,✓ herstel (44.6 ↑),✗ neutraal (-9.460),42.7,✓ 42.7% opwaarts (ratio 7.1:1),448.2,✗ 6.6% boven bodem (448.20),681.74,449.2,152.0,✓ 152.00%
2026-06-24,045 Londen,RAT.L,3,1620.0,41.6,✗ neutraal (41.6),✗ neutraal (50.245),39.8,✓ 39.8% opwaarts (ratio 4.8:1),1582.0,✓ 2.4% boven bodem (1582.00),2264.27,1486.41,611.0,✓ 611.00%
2026-06-24,045 Londen,CTEC.L,3,209.4,44.9,✓ herstel (44.9 ↑),✗ neutraal (-5.327),38.1,✓ 38.1% opwaarts (ratio 7.1:1),194.0,✗ 7.9% boven bodem (194.00),289.14,198.12,260.0,✓ 260.00%
2026-06-24,045 Londen,RKT.L,3,4778.0,38.7,✓ oververkocht (38.7),✗ neutraal (-88.661),36.3,✓ 36.3% opwaarts (ratio 4.4:1),4443.0,✗ 7.5% boven bodem (4443.00),6510.44,4387.74,463.0,✓ 463.00%
2026-06-24,045 Londen,PSH.L,3,3774.0,46.9,✗ neutraal (46.9),✗ neutraal (133.675),34.9,✓ 34.9% opwaarts (ratio 6.0:1),3732.0,✓ 1.1% boven bodem (3732.00),5089.57,3556.41,146.0,✓ 146.00%
2026-06-24,045 Londen,HIK.L,3,1527.0,43.2,✓ herstel (43.2 ↑),✗ neutraal (-141.100),32.7,✓ 32.7% opwaarts (ratio 7.5:1),1190.67,✗ 28.2% boven bodem (1190.67),2027.04,1460.52,407.0,✓ 407.00%
2026-06-24,045 Londen,BREE.L,3,303.4,40.6,✓ herstel (40.6 ↑),✗ neutraal (-22.244),29.5,✓ 29.5% opwaarts (ratio 4.2:1),273.0,✗ 11.1% boven bodem (273.00),392.82,281.96,504.0,✓ 504.00%
2026-06-24,045 Londen,ROR.L,3,305.2,45.7,✗ neutraal (45.7),✗ neutraal (-0.293),26.4,✓ 26.4% opwaarts (ratio 5.9:1),298.6,✓ 2.2% boven bodem (298.60),385.74,291.56,271.0,✓ 271.00%
2026-06-24,045 Londen,LIO.L,3,331.0,42.6,✓ herstel (42.6 ↑),✓ histogram ↑ (8.780),24.7,✗ 24.7% / ratio 2.7:1,231.5,✗ 43.0% boven bodem (231.50),412.88,300.95,1939.0,✓ 1939.00%
2026-06-24,045 Londen,JD.L,3,84.5,44.8,✓ herstel (44.8 ↑),✓ histogram ↑ (1.302),23.7,✗ 23.7% / ratio 3.2:1,65.28,✗ 29.4% boven bodem (65.28),104.55,78.25,144.0,✓ 144.00%
2026-06-24,045 Londen,MONY.L,3,183.0,42.2,✓ herstel (42.2 ↑),✓ bullish crossover,20.9,✗ 20.9% / ratio 3.8:1,144.41,✗ 26.7% boven bodem (144.41),221.23,172.86,697.0,✓ 697.00%
2026-06-24,045 Londen,FOUR.L,3,3720.0,45.9,✓ herstel (45.9 ↑),✓ histogram ↑ (20.915),19.0,✗ 19.0% / ratio 2.1:1,3054.02,✗ 21.8% boven bodem (3054.02),4428.58,3390.43,490.0,✓ 490.00%
2026-06-24,045 Londen,FSTA.L,3,718.0,57.8,✓ momentum (57.8 ↑),✓ histogram ↑ (8.154),4.7,✗ 4.7% / ratio 0.5:1,547.94,✗ 31.0% boven bodem (547.94),752.0,643.64,294.0,✓ 294.00%
2026-06-24,045 Londen,TET.L,3,303.5,45.6,✓ herstel (45.6 ↑),✓ histogram ↑ (15.472),0.0,✗ onvoldoende,184.97,✗ 64.1% boven bodem (184.97),303.5,299.48,185.0,✓ 185.00%
