datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-25,043 Frankfurt,NDX1.DE,6,43.7,93.6,576.9,0.0,38.7,12.6,1.58,40.2,True,False,True,True,True,True,True,136.4
2026-06-25,043 Frankfurt,NDA.DE,6,188.1,92.5,193.9,95.6,46.3,14.2,0.55,173.05,True,True,True,False,True,True,True,97.9
2026-06-25,043 Frankfurt,BSL.DE,6,28.15,96.1,172.5,0.0,22.4,11.8,1.37,25.9,True,False,True,True,True,True,True,96.5
2026-06-25,043 Frankfurt,JEN.DE,5,46.9,95.6,80.5,-0.3,54.6,1.2,1.05,43.15,True,False,True,False,True,True,True,87.2
2026-06-25,043 Frankfurt,REP.DE,5,21.38,82.1,153.8,-22.6,36.6,13.5,0.59,19.67,True,False,True,False,True,True,True,81.8
2026-06-25,043 Frankfurt,ENR.DE,5,163.46,83.9,76.5,0.0,55.7,12.9,0.85,150.38,True,False,True,False,True,True,True,74.4
2026-06-25,043 Frankfurt,ASML.AS,4,1594.0,94.9,17.1,10.7,46.7,4.9,0.83,1466.48,False,False,True,False,True,True,True,69.0
2026-06-25,043 Frankfurt,SMHN.DE,5,97.55,94.1,-85.2,0.0,77.1,12.7,1.73,89.75,False,False,True,True,True,True,True,68.8
2026-06-25,043 Frankfurt,AIXA.DE,4,52.92,97.0,0.0,-23.4,65.5,12.4,1.08,48.69,False,False,True,False,True,True,True,59.4
2026-06-25,043 Frankfurt,IFX.DE,4,82.01,96.5,0.0,-43.1,59.4,6.8,1.01,75.45,False,False,True,False,True,True,True,59.3
2026-06-25,043 Frankfurt,MRK.DE,4,147.0,76.2,-10.3,-3.9,57.1,0.0,1.24,135.24,False,False,True,True,False,True,True,50
