datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-25,045 Londen,OXIG.L,5,2938.0,77.6,1805.3,-2.5,65.9,11.0,1.48,2702.96,True,False,True,True,False,True,True,230.5
2026-06-25,045 Londen,CMCX.L,7,449.5,87.0,42.7,25.9,20.7,3.5,1.45,413.54,True,True,True,True,True,True,True,101.7
2026-06-25,045 Londen,APN.L,5,309.5,95.2,73.0,23.6,25.9,0.0,0.56,284.74,True,False,True,False,True,True,True,86.3
2026-06-25,045 Londen,WOSG.L,5,708.0,89.3,53.6,-33.5,65.6,3.5,1.1,651.36,True,False,True,False,True,True,True,83.2
2026-06-25,045 Londen,PAF.L,4,99.85,89.5,206.9,52.5,66.6,45.6,0.89,91.86,True,True,False,False,True,True,False,78.6
2026-06-25,045 Londen,KLR.L,5,2640.0,88.2,4.8,26.3,106.5,1.8,0.95,2428.8,False,True,True,False,True,True,True,77.6
2026-06-25,045 Londen,LUCE.L,5,268.0,90.7,77.9,10.3,16.1,7.6,0.6,246.56,True,False,True,False,True,True,True,75.9
2026-06-25,045 Londen,ANTO.L,5,3793.0,90.4,41.7,26.1,22.4,14.9,0.72,3489.56,True,False,True,False,True,True,True,72.2
2026-06-25,045 Londen,SDR.L,5,585.0,76.9,85.5,15.8,38.4,0.4,1.58,538.2,True,False,True,True,False,True,True,68.5
2026-06-25,045 Londen,EMG.L,4,289.6,81.4,-7.5,-13.5,40.8,3.2,0.76,266.43,False,False,True,False,True,True,True,66.3
2026-06-25,045 Londen,HILS.L,4,2760.0,81.2,4.8,9.5,55.7,4.0,0.97,2539.2,False,False,True,False,True,True,True,66.2
2026-06-25,045 Londen,COST.L,5,212.0,71.5,35.1,29.9,43.0,0.0,0.42,195.04,True,True,True,False,False,True,True,63.5
2026-06-25,045 Londen,ECOR.L,4,137.0,91.6,0.0,411.8,36.6,10.2,0.72,126.04,False,False,True,False,True,True,True,58.3
2026-06-25,045 Londen,BRWM.L,4,916.0,82.6,0.0,0.0,0.0,12.4,1.44,842.72,False,False,True,True,True,False,True,56.5
2026-06-25,045 Londen,RIO.L,4,7186.0,82.3,-5.3,-0.5,47.3,13.5,0.81,6611.12,False,False,True,False,True,True,True,56.5
2026-06-25,045 Londen,DPLM.L,4,7150.0,75.3,4.7,25.3,83.0,1.0,0.73,6578.0,False,True,True,False,False,True,True,50
2026-06-25,045 Londen,HSX.L,4,1861.0,76.0,2.4,-7.9,70.6,0.0,1.3,1712.12,False,False,True,True,False,True,True,50
2026-06-25,045 Londen,TET.L,4,304.0,74.0,-33.6,-32.0,50.6,0.0,7.82,279.68,False,False,True,True,False,True,True,50
