datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-23,045 Londen,OXIG.L,5,2948.0,80.5,1805.3,-2.5,65.9,10.7,1.09,2712.16,True,False,True,False,True,True,True,246.6
2026-06-23,045 Londen,CMCX.L,7,463.0,89.8,42.7,25.9,20.7,0.4,1.88,425.96,True,True,True,True,True,True,True,102.2
2026-06-23,045 Londen,WOSG.L,6,704.0,89.7,53.6,-33.5,65.4,4.1,1.39,647.68,True,False,True,True,True,True,True,93.3
2026-06-23,045 Londen,APN.L,5,304.0,95.0,73.0,23.6,25.9,0.0,0.6,279.68,True,False,True,False,True,True,True,86.3
2026-06-23,045 Londen,PAF.L,4,104.0,89.5,206.9,52.5,66.4,43.3,0.87,95.68,True,True,False,False,True,True,False,78.6
2026-06-23,045 Londen,KLR.L,5,2594.0,87.9,4.8,26.3,106.2,3.5,0.96,2386.48,False,True,True,False,True,True,True,77.6
2026-06-23,045 Londen,JUP.L,5,166.6,80.1,113.2,0.0,56.0,14.6,0.89,153.27,True,False,True,False,True,True,True,77.3
2026-06-23,045 Londen,HILS.L,5,2805.0,83.7,4.8,9.5,55.6,2.4,1.21,2580.6,False,False,True,True,True,True,True,76.7
2026-06-23,045 Londen,LUCE.L,5,262.0,90.9,77.9,10.3,16.2,9.7,0.75,241.04,True,False,True,False,True,True,True,76.0
2026-06-23,045 Londen,CABP.L,4,79.5,83.2,183.4,-22.7,45.4,17.6,0.55,73.14,True,False,False,False,True,True,True,75.0
2026-06-23,045 Londen,SDR.L,5,586.5,75.8,85.5,15.8,39.9,0.1,1.26,539.58,True,False,True,True,False,True,True,68.5
2026-06-23,045 Londen,EMG.L,4,297.2,84.6,-7.5,-13.5,40.8,0.7,0.78,273.42,False,False,True,False,True,True,True,66.9
2026-06-23,045 Londen,ANTO.L,4,3740.0,91.8,41.7,26.1,22.4,16.0,0.68,3440.8,True,False,False,False,True,True,True,62.5
2026-06-23,045 Londen,ECOR.L,4,137.8,90.4,0.0,411.8,36.6,9.7,0.9,126.78,False,False,True,False,True,True,True,58.1
2026-06-23,045 Londen,RIO.L,4,7264.0,82.6,-5.3,-0.5,47.3,12.6,0.78,6682.88,False,False,True,False,True,True,True,56.5
2026-06-23,045 Londen,AEP.L,4,1544.0,81.0,6.5,30.7,25.5,32.0,0.93,1420.48,False,True,False,False,True,True,True,56.2
2026-06-23,045 Londen,IMI.L,4,2942.0,70.1,57.6,14.3,79.1,3.2,1.05,2706.64,True,False,True,False,False,True,True,55.8
2026-06-23,045 Londen,DPLM.L,4,7090.0,74.6,4.7,25.3,83.0,1.9,1.13,6522.8,False,True,True,False,False,True,True,50
2026-06-23,045 Londen,HSX.L,4,1796.0,72.9,2.4,-7.9,70.6,3.4,1.33,1652.32,False,False,True,True,False,True,True,50
2026-06-23,045 Londen,IPF.L,4,247.5,70.3,-43.7,6.3,95.9,2.9,1.35,227.7,False,False,True,True,False,True,True,50
2026-06-23,045 Londen,TATE.L,4,554.0,72.6,0.0,-28.2,64.7,2.6,2.29,509.68,False,False,True,True,False,True,True,50
2026-06-23,045 Londen,TET.L,4,303.5,77.1,-33.6,-32.0,50.4,0.0,2.28,279.22,False,False,True,True,False,True,True,50
