datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-26,048 Nasdaq/NYSE,GLW,5,221.05,173.94,190.41,13,True,2.77,True,True,78.8
2026-06-26,048 Nasdaq/NYSE,EW,5,90.78,85.88,89.14,7,True,2.64,True,True,78.2
2026-06-26,048 Nasdaq/NYSE,AMAT,5,626.84,406.4048,441.1616,28,True,2.35,True,True,76.7
2026-06-26,048 Nasdaq/NYSE,LLY,5,1208.12,1098.5699,1146.6899,8,True,2.24,True,True,76.2
2026-06-26,048 Nasdaq/NYSE,TER,5,436.86,374.69,413.87,16,True,2.16,True,True,75.8
2026-06-26,048 Nasdaq/NYSE,MNST,5,96.38,91.34,93.92,8,True,2.1,True,True,75.5
2026-06-26,048 Nasdaq/NYSE,TECH,5,71.0,52.5,55.16,13,True,2.11,True,True,75.5
2026-06-26,048 Nasdaq/NYSE,WAB,5,269.53,256.52,267.59,13,True,2.03,True,True,75.1
2026-06-26,048 Nasdaq/NYSE,TT,5,477.89,449.12,470.7218,17,True,1.91,True,True,74.6
2026-06-26,048 Nasdaq/NYSE,ROK,5,476.82,440.07,465.05,13,True,1.9,True,True,74.5
2026-06-26,048 Nasdaq/NYSE,TROW,5,110.27,105.2,109.58,5,True,1.59,True,True,73.0
2026-06-26,048 Nasdaq/NYSE,VRTX,4,491.34,435.71,449.5,13,True,3.4,False,True,67.0
2026-06-26,048 Nasdaq/NYSE,EME,4,798.1,776.72,845.99,13,True,2.9,False,True,64.5
2026-06-26,048 Nasdaq/NYSE,VLO,4,259.37,236.3,245.97,8,True,2.47,False,True,62.3
2026-06-26,048 Nasdaq/NYSE,CMI,4,685.87,685.87,731.54,5,False,3.43,True,True,62.1
2026-06-26,048 Nasdaq/NYSE,CIEN,4,479.5,428.22,463.55,8,True,2.05,False,True,60.3
2026-06-26,048 Nasdaq/NYSE,FAST,4,47.1,44.88,46.91,9,True,1.74,False,True,58.7
2026-06-26,048 Nasdaq/NYSE,PHM,4,137.61,116.9619,119.746,19,True,1.69,False,True,58.4
2026-06-26,048 Nasdaq/NYSE,TXN,4,285.42,303.11,334.03,5,False,2.67,True,True,58.4
2026-06-26,048 Nasdaq/NYSE,MCHP,4,87.93,92.48,98.38,4,False,2.27,True,True,56.3
2026-06-26,048 Nasdaq/NYSE,ADI,4,386.91,407.26,445.91,5,False,2.16,True,True,55.8
2026-06-26,048 Nasdaq/NYSE,ETN,4,402.68,402.68,436.74,5,False,2.02,True,True,55.1
2026-06-26,048 Nasdaq/NYSE,AIZ,4,264.43,246.554,252.4139,21,True,0.58,True,True,55
2026-06-26,048 Nasdaq/NYSE,ALL,4,239.61,219.57,225.27,12,True,0.66,True,True,55
2026-06-26,048 Nasdaq/NYSE,AME,4,237.52,221.448,231.5828,13,True,1.1,True,True,55
2026-06-26,048 Nasdaq/NYSE,APH,4,163.72,148.9952,159.5593,12,True,1.19,True,True,55
