datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-06-25,045 Londen,CCH.L,6,4760.0,3,4.21,4586.7088,4136.03,True,1.05,True,True,True,False,105
2026-06-25,045 Londen,COST.L,6,212.0,2,7.01,206.0,181.81,True,0.65,True,True,False,True,105
2026-06-25,045 Londen,DPLM.L,6,7150.0,2,4.89,7099.8051,6762.73,True,0.53,True,False,True,True,105
2026-06-25,045 Londen,HMSO.L,4,370.8,5,7.9,341.356,316.72,True,0.94,True,False,False,False,95
2026-06-25,045 Londen,IMI.L,4,2958.0,5,4.49,2925.7417,2691.17,True,0.68,True,False,False,False,95
2026-06-25,045 Londen,JFJ.L,4,810.0,5,8.06,761.0,737.87,True,1.28,True,False,False,False,95
2026-06-25,045 Londen,PLUS.L,4,4764.0,5,7.49,4294.0,4240.56,True,0.73,True,False,False,False,95
2026-06-25,045 Londen,BLND.L,4,417.6,5,8.52,424.0888,358.09,False,2.88,True,False,False,False,75
2026-06-25,045 Londen,HWDN.L,4,867.5,3,5.72,846.829,730.49,True,1.04,False,False,True,False,75
2026-06-25,045 Londen,JUP.L,6,163.8,2,8.09,172.5146,151.55,False,0.54,False,True,True,True,75
2026-06-25,045 Londen,LRE.L,4,644.0,3,9.79,631.4892,582.11,True,2.44,False,False,False,False,75
2026-06-25,045 Londen,NG.L,4,1253.0,5,9.56,1386.1491,1166.35,False,1.54,True,False,False,False,75
2026-06-25,045 Londen,CLIG.L,4,435.0,4,7.27,440.0,399.12,False,2.27,True,False,False,False,70
2026-06-25,045 Londen,ITV.L,4,81.8,4,9.69,81.8161,74.32,False,1.27,True,False,False,False,70
2026-06-25,045 Londen,MONY.L,5,183.0,3,9.87,192.0854,166.85,False,0.47,False,True,False,True,70
2026-06-25,045 Londen,ROR.L,5,303.0,2,5.6,341.7451,296.56,False,1.05,False,True,True,True,65
2026-06-25,045 Londen,SMIN.L,4,2593.0,3,5.24,2656.0,2380.91,False,1.59,True,False,False,False,65
2026-06-25,045 Londen,FAN.L,4,614.0,4,9.15,658.0,564.84,False,1.61,False,False,True,False,60
2026-06-25,045 Londen,GSK.L,4,1983.5,3,5.22,2201.8015,1880.54,False,1.13,False,True,False,False,55
2026-06-25,045 Londen,HIK.L,4,1530.0,3,7.05,1666.5422,1380.92,False,1.27,False,False,True,False,55
2026-06-25,045 Londen,TRN.L,4,213.8,2,10.07,247.6,207.54,False,0.6,False,True,True,True,55
