datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-22,042 Parijs,BIM.PA,4,67.3,28.9,✓ oververkocht (28.9),✗ neutraal (-6.271),88.1,✓ 88.1% opwaarts (ratio 17.3:1),67.3,✓ 0.0% boven bodem (67.30),126.56,63.87,142.0,✓ 142.00%
2026-06-22,042 Parijs,CAP.PA,4,87.82,31.7,✓ oververkocht (31.7),✗ neutraal (-16.811),67.5,✓ 67.5% opwaarts (ratio 7.4:1),87.82,✓ 0.0% boven bodem (87.82),147.12,79.79,380.0,✓ 380.00%
2026-06-22,042 Parijs,TEP.PA,4,53.06,37.1,✓ oververkocht (37.1),✓ histogram ↑ (0.511),58.0,✓ 58.0% opwaarts (ratio 6.4:1),42.91,✗ 23.6% boven bodem (42.91),83.84,48.23,816.0,✓ 816.00%
2026-06-22,042 Parijs,RI.PA,4,63.48,25.0,✓ oververkocht (25.0),✓ histogram ↑ (0.305),57.6,✓ 57.6% opwaarts (ratio 11.0:1),59.94,✗ 5.9% boven bodem (59.94),100.02,60.17,733.0,✓ 733.00%
2026-06-22,042 Parijs,RCO.PA,4,44.5,35.0,✓ oververkocht (35.0),✓ histogram ↑ (2.474),36.7,✓ 36.7% opwaarts (ratio 5.2:1),34.88,✗ 27.6% boven bodem (34.88),60.85,41.37,337.0,✓ 337.00%
2026-06-22,042 Parijs,ITP.PA,4,25.16,36.6,✓ oververkocht (36.6),✓ bullish crossover,33.1,✓ 33.1% opwaarts (ratio 5.3:1),21.33,✗ 18.0% boven bodem (21.33),33.5,23.59,411.0,✓ 411.00%
2026-06-22,042 Parijs,DSY.PA,3,17.03,27.9,✓ oververkocht (27.9),✗ neutraal (-4.869),87.1,✓ 87.1% opwaarts (ratio 11.1:1),15.75,✗ 8.1% boven bodem (15.75),31.87,15.69,157.0,✓ 157.00%
2026-06-22,042 Parijs,SK.PA,3,49.44,38.4,✓ oververkocht (38.4),✗ neutraal (-10.324),61.8,✓ 61.8% opwaarts (ratio 9.1:1),39.35,✗ 25.6% boven bodem (39.35),80.0,46.09,539.0,✓ 539.00%
2026-06-22,042 Parijs,RMS.PA,3,1620.0,34.9,✓ oververkocht (34.9),✗ neutraal (-115.583),51.2,✓ 51.2% opwaarts (ratio 6.6:1),1564.0,✗ 3.6% boven bodem (1564.00),2449.32,1494.57,105.0,✓ 105.00%
2026-06-22,042 Parijs,WAVE.PA,3,40.9,41.9,✗ neutraal (41.9),✗ neutraal (-1.281),51.1,✓ 51.1% opwaarts (ratio 6.2:1),39.75,✓ 2.9% boven bodem (39.75),61.8,37.55,126.0,✓ 126.00%
2026-06-22,042 Parijs,CDI.PA,3,446.0,38.9,✓ oververkocht (38.9),✗ neutraal (-45.592),33.7,✓ 33.7% opwaarts (ratio 5.2:1),404.9,✗ 10.2% boven bodem (404.90),596.16,417.19,309.0,✓ 309.00%
2026-06-22,042 Parijs,MC.PA,3,481.35,39.8,✓ oververkocht (39.8),✗ neutraal (-48.990),33.3,✓ 33.3% opwaarts (ratio 4.8:1),426.85,✗ 12.8% boven bodem (426.85),641.64,448.17,260.0,✓ 260.00%
2026-06-22,042 Parijs,TRI.PA,3,134.1,48.0,✗ neutraal (48.0),✗ neutraal (8.083),30.9,✓ 30.9% opwaarts (ratio 4.4:1),134.1,✓ 0.0% boven bodem (134.10),175.54,124.65,293.0,✓ 293.00%
2026-06-22,042 Parijs,SGO.PA,3,78.1,51.1,✓ herstel (51.1 ↑),✗ neutraal (1.451),27.6,✓ 27.6% opwaarts (ratio 4.9:1),66.05,✗ 18.2% boven bodem (66.05),99.64,73.69,294.0,✓ 294.00%
