datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-06-29,045 Londen,CCH.L,6,4934.0,3,4.21,4586.7088,4133.17,True,0.73,True,True,True,False,105
2026-06-29,045 Londen,CLIG.L,4,446.0,5,4.27,440.0,417.42,True,0.97,True,False,False,False,95
2026-06-29,045 Londen,HMSO.L,4,369.2,5,7.9,341.356,316.84,True,0.51,True,False,False,False,95
2026-06-29,045 Londen,JFJ.L,4,813.0,5,8.06,761.0,737.68,True,0.52,True,False,False,False,95
2026-06-29,045 Londen,MONY.L,6,186.0,2,9.87,173.8963,166.87,True,0.42,False,True,True,True,95
2026-06-29,045 Londen,PLUS.L,4,4732.0,5,7.49,4294.0,4238.81,True,0.61,True,False,False,False,95
2026-06-29,045 Londen,ITV.L,4,82.0,4,9.69,81.8161,74.29,True,0.57,True,False,False,False,90
2026-06-29,045 Londen,COST.L,6,205.5,2,7.01,206.0,181.62,False,0.43,True,True,False,True,85
2026-06-29,045 Londen,DPLM.L,6,7050.0,2,4.89,7099.8051,6764.82,False,1.12,True,False,True,True,85
2026-06-29,045 Londen,AUTO.L,6,493.6,2,5.92,518.2,443.74,False,0.35,False,True,True,True,75
2026-06-29,045 Londen,BLND.L,4,415.0,5,8.52,424.0888,358.31,False,0.33,True,False,False,False,75
2026-06-29,045 Londen,HWDN.L,4,847.0,3,5.72,846.829,730.68,True,0.5,False,False,True,False,75
2026-06-29,045 Londen,JUP.L,6,162.0,2,8.09,172.5146,151.54,False,1.72,False,True,True,True,75
2026-06-29,045 Londen,NG.L,4,1254.5,5,9.56,1386.1491,1166.99,False,0.71,True,False,False,False,75
2026-06-29,045 Londen,AVON.L,4,1748.0,5,9.48,1936.0,1570.26,False,0.31,False,False,True,False,65
2026-06-29,045 Londen,GRG.L,4,1647.0,2,11.32,1756.881,1540.87,False,1.12,True,False,False,True,65
2026-06-29,045 Londen,ROR.L,5,295.0,2,5.6,341.7451,296.43,False,2.99,False,True,True,True,65
2026-06-29,045 Londen,SMIN.L,4,2529.0,3,5.24,2656.0,2380.55,False,1.05,True,False,False,False,65
2026-06-29,045 Londen,SSE.L,4,2459.0,3,6.32,2464.0,2240.0,False,1.14,True,False,False,False,65
2026-06-29,045 Londen,FAN.L,4,609.0,4,9.15,658.0,563.74,False,1.22,False,False,True,False,60
2026-06-29,045 Londen,TRN.L,4,210.6,2,10.07,247.6,207.43,False,1.01,False,True,True,True,55
