datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-30,044 Spanje/Port,AENA.MC,5,26.66,24.06,24.8,22,True,2.22,True,True,76.1
2026-06-30,044 Spanje/Port,LDA.MC,4,1.2,1.164,1.2,7,True,1.52,False,True,57.6
2026-06-30,044 Spanje/Port,ELE.MC,4,39.88,37.69,38.21,11,True,1.12,True,True,55
2026-06-30,044 Spanje/Port,FDR.MC,3,19.8,18.82,19.18,7,True,1.64,False,False,48.2
2026-06-30,044 Spanje/Port,CBAV.MC,3,57.6,55.2,56.6,5,True,1.33,False,True,40
2026-06-30,044 Spanje/Port,PUIG.MC,3,16.13,15.84,16.18,7,True,0.66,False,True,40
2026-06-30,044 Spanje/Port,REP.MC,3,22.01,21.02,21.92,5,True,1.41,False,True,40
2026-06-30,044 Spanje/Port,VID.MC,3,83.9,78.7,81.1,12,True,0.49,False,True,40
2026-06-30,044 Spanje/Port,VIS.MC,3,58.4,57.4,58.3,10,True,1.09,False,True,40
2026-06-30,044 Spanje/Port,ENG.MC,3,16.96,16.96,17.2415,12,False,1.11,True,True,35
2026-06-30,044 Spanje/Port,MRL.MC,3,15.34,15.34,15.85,4,False,0.84,True,True,35
