datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-30,045 Londen,GSK.L,4,1981.0,1923.0,1978.5,9,True,1.68,False,True,58.4
2026-06-30,045 Londen,APN.L,4,311.0,209.0,215.0,35,True,0.82,True,True,55
2026-06-30,045 Londen,BEZ.L,4,1287.0,1282.5,1285.0,18,True,0.31,True,True,55
2026-06-30,045 Londen,CCH.L,4,4920.0,4542.0,4608.0,10,True,1.33,True,True,55
2026-06-30,045 Londen,COST.L,4,207.5,189.0,195.0,17,True,0.42,True,True,55
2026-06-30,045 Londen,HMSO.L,4,369.8,343.0,352.0,11,True,0.84,True,True,55
2026-06-30,045 Londen,HSX.L,4,1847.0,1717.0,1762.0,19,True,0.76,True,True,55
2026-06-30,045 Londen,PSON.L,4,1196.0,1128.0,1147.557,10,True,0.99,True,True,55
2026-06-30,045 Londen,SDR.L,4,587.5,585.0,586.529,6,True,1.0,True,True,55
2026-06-30,045 Londen,RMV.L,3,438.2,417.9,429.2,8,True,1.86,False,False,49.3
2026-06-30,045 Londen,CKN.L,3,4166.0,4166.0,4378.0,4,False,3.23,False,True,46.2
2026-06-30,045 Londen,ATYM.L,3,816.5,784.0,832.373,6,False,3.07,False,True,45.3
2026-06-30,045 Londen,PRV.L,3,806.0,784.0,836.0,12,False,2.07,False,True,40.3
2026-06-30,045 Londen,ABF.L,3,1986.0,1880.5,1976.5,12,True,1.45,False,True,40
2026-06-30,045 Londen,CLIG.L,3,448.0,435.0,445.0,6,True,1.16,False,True,40
2026-06-30,045 Londen,GPE.L,3,332.0,314.6,330.0,10,True,0.96,False,True,40
2026-06-30,045 Londen,HIK.L,3,1520.0,1451.0,1487.0,11,True,0.57,False,True,40
2026-06-30,045 Londen,HWDN.L,3,837.5,799.0,822.5,9,True,1.14,False,True,40
2026-06-30,045 Londen,LIO.L,3,349.5,330.5,344.0,5,True,1.26,False,True,40
2026-06-30,045 Londen,MONY.L,3,185.2,181.0,185.7,7,True,1.43,False,True,40
2026-06-30,045 Londen,SCT.L,3,1830.0,1760.0,1791.0,8,True,0.67,False,True,40
2026-06-30,045 Londen,SSE.L,3,2436.0,2312.0,2398.0,11,True,0.82,False,True,40
2026-06-30,045 Londen,HILS.L,3,2745.0,2745.0,2830.0,4,False,1.57,False,True,37.9
2026-06-30,045 Londen,CMCX.L,3,458.0,447.5,470.0,11,False,0.43,True,True,35
2026-06-30,045 Londen,EZJ.L,3,558.4,574.2,621.0,6,False,1.41,True,True,35
2026-06-30,045 Londen,GAW.L,3,21600.0,21600.0,23540.0,4,False,0.92,True,True,35
2026-06-30,045 Londen,ITRK.L,3,5805.0,5790.0,5815.0,7,False,0.39,True,True,35
2026-06-30,045 Londen,NXT.L,3,14545.0,14545.0,14880.0,4,False,0.8,True,True,35
2026-06-30,045 Londen,SGRO.L,3,875.2,871.4,893.6,5,False,1.32,True,True,35
2026-06-30,045 Londen,TET.L,3,304.5,301.0,305.5,22,False,0.15,True,True,35
