datum,exchange,ticker,vcp_score,rs,price,pivot,stop,pct_from_high,pct_from_low,total_score
2026-07-24,048 Nasdaq/NYSE,FTNT,2,80.5,152.37,166.83,151.35,8.7,104.8,70.4
