datum,exchange,ticker,score,price,rev_growth,rev_rank,rs,rs_rank,high52w,pct_from_high,breakout,breakout_vol,ma50,above_ma50,stop,total_score
2026-07-27,046 Milaan,TXT.MI,4,45.2,29.5,91.8,66.5,67.2,45.2,0.0,True,2.36,38.79,True,40.68,63.0
