datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-24,047 Toronto,CLS.TO,5,515.77,95.8,146.3,84.6,72.1,21.0,0.78,474.51,True,True,False,False,True,True,True,83.8
2026-06-24,047 Toronto,ATZ.TO,6,153.72,94.0,34.8,120.2,43.5,11.2,0.94,141.42,True,True,True,False,True,True,True,82.3
2026-06-24,047 Toronto,ABX.TO,4,51.86,85.7,238.0,98.1,67.3,26.9,1.04,47.71,True,True,False,False,True,True,False,80.9
2026-06-24,047 Toronto,HBM.TO,5,32.65,94.9,89.6,192.6,79.5,25.9,0.96,30.04,True,True,False,False,True,True,True,77.9
2026-06-24,047 Toronto,LUN.TO,4,32.84,93.4,126.4,130.5,50.8,25.9,0.68,30.21,True,False,False,False,True,True,True,71.3
2026-06-24,047 Toronto,OGC.TO,4,34.57,81.5,129.1,175.1,54.6,40.3,0.81,31.8,True,True,False,False,True,True,False,69.2
2026-06-24,047 Toronto,CVE.TO,4,35.09,86.6,82.8,-2.2,55.3,19.3,0.65,32.28,True,False,False,False,True,True,True,65.6
2026-06-24,047 Toronto,TIH.TO,4,228.78,89.5,24.5,-3.6,44.2,5.1,1.1,210.48,False,False,True,False,True,True,True,57.9
2026-06-24,047 Toronto,IGM.TO,4,77.58,88.6,21.4,-2.1,9.2,7.0,0.77,71.37,False,False,True,False,True,True,True,57.7
2026-06-24,047 Toronto,TFII.TO,4,203.75,87.1,-22.7,-21.6,80.5,10.6,0.76,187.45,False,False,True,False,True,True,True,57.4
2026-06-24,047 Toronto,FTT.TO,4,94.95,83.3,16.3,12.2,47.4,12.1,0.8,87.35,False,False,True,False,True,True,True,56.7
2026-06-24,047 Toronto,WCP.TO,4,14.98,83.0,-86.3,5.2,28.6,12.7,0.66,13.78,False,False,True,False,True,True,True,56.6
