datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-30,045 Londen,OXIG.L,6,3048.0,82.6,1805.3,-2.5,66.4,7.7,1.21,2804.16,True,False,True,True,True,True,True,257.1
2026-06-30,045 Londen,AAIF.L,5,335.0,79.9,501.6,190.8,45.9,4.8,1.13,308.2,True,True,True,False,False,True,True,110.2
2026-06-30,045 Londen,CMCX.L,7,458.0,90.3,42.7,25.9,20.6,1.7,1.23,421.36,True,True,True,True,True,True,True,102.3
2026-06-30,045 Londen,WOSG.L,6,709.0,89.9,53.6,-33.5,70.7,3.4,1.32,652.28,True,False,True,True,True,True,True,93.3
2026-06-30,045 Londen,APN.L,5,311.0,95.6,73.0,23.6,26.1,0.3,0.46,286.12,True,False,True,False,True,True,True,86.4
2026-06-30,045 Londen,KLR.L,5,2654.0,90.6,4.8,26.3,107.4,1.3,0.96,2441.68,False,True,True,False,True,True,True,78.1
2026-06-30,045 Londen,PAF.L,4,95.5,85.1,206.9,52.5,66.7,47.9,0.76,87.86,True,True,False,False,True,True,False,77.7
2026-06-30,045 Londen,LUCE.L,5,272.0,92.6,77.9,10.3,27.3,6.2,0.92,250.24,True,False,True,False,True,True,True,76.3
2026-06-30,045 Londen,ANTO.L,5,3820.0,91.2,41.7,26.1,22.8,14.2,0.54,3514.4,True,False,True,False,True,True,True,72.4
2026-06-30,045 Londen,SDR.L,5,587.5,79.4,85.5,15.8,35.4,0.0,1.74,540.5,True,False,True,True,False,True,True,68.5
2026-06-30,045 Londen,EMG.L,4,292.2,84.2,-7.5,-13.5,41.1,2.3,0.83,268.82,False,False,True,False,True,True,True,66.8
2026-06-30,045 Londen,HILS.L,4,2745.0,82.1,4.8,9.5,56.5,4.5,0.75,2525.4,False,False,True,False,True,True,True,66.4
2026-06-30,045 Londen,CPG.L,4,32.3,80.8,16.3,7.8,76.4,4.8,0.77,29.72,False,False,True,False,True,True,True,66.2
2026-06-30,045 Londen,COST.L,5,207.5,75.1,35.1,29.9,44.4,2.1,0.52,190.9,True,True,True,False,False,True,True,63.5
2026-06-30,045 Londen,ECOR.L,4,137.2,91.7,0.0,411.8,37.1,10.1,0.73,126.22,False,False,True,False,True,True,True,58.3
2026-06-30,045 Londen,RIO.L,4,7122.0,81.7,-5.3,-0.5,47.9,14.3,0.95,6552.24,False,False,True,False,True,True,True,56.3
2026-06-30,045 Londen,IMI.L,4,2964.0,71.0,57.6,14.3,80.1,2.4,1.15,2726.88,True,False,True,False,False,True,True,55.8
2026-06-30,045 Londen,DPLM.L,4,7130.0,78.7,4.7,25.3,83.3,1.3,0.66,6559.6,False,True,True,False,False,True,True,50
2026-06-30,045 Londen,HSX.L,4,1847.0,79.7,2.4,-7.9,70.8,0.8,1.4,1699.24,False,False,True,True,False,True,True,50
2026-06-30,045 Londen,SGRO.L,4,875.2,74.0,-18.7,0.0,92.3,0.6,2.06,805.18,False,False,True,True,False,True,True,50
2026-06-30,045 Londen,TET.L,4,304.5,74.9,-33.6,-32.0,49.1,0.0,8.01,280.14,False,False,True,True,False,True,True,50
