datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-07-01,045 Londen,CMCX.L,5,650.0,447.5,470.0,12,True,2.44,True,True,77.2
2026-07-01,045 Londen,CCH.L,5,4958.0,4542.0,4608.0,11,True,2.2,True,True,76.0
2026-07-01,045 Londen,SDR.L,5,586.0,585.0,586.529,7,True,1.68,True,True,73.4
2026-07-01,045 Londen,MONY.L,4,190.2,181.0,185.7,8,True,3.94,False,True,69.7
2026-07-01,045 Londen,FCH.L,4,158.6,143.8,150.2,8,True,2.08,False,True,60.4
2026-07-01,045 Londen,LIO.L,4,351.0,330.5,344.0,6,True,1.78,False,True,58.9
2026-07-01,045 Londen,IHP.L,4,367.5,351.0,364.5,5,True,1.69,False,True,58.4
2026-07-01,045 Londen,ABDN.L,4,248.6,234.8,245.585,5,True,0.96,True,True,55
2026-07-01,045 Londen,APN.L,4,314.0,209.0,215.0,36,True,0.91,True,True,55
2026-07-01,045 Londen,BEZ.L,4,1288.0,1282.5,1285.0,19,True,0.6,True,True,55
2026-07-01,045 Londen,COST.L,4,213.5,189.0,195.0,18,True,0.67,True,True,55
2026-07-01,045 Londen,EMG.L,4,300.4,286.2,299.6,6,True,1.45,True,True,55
2026-07-01,045 Londen,HMSO.L,4,369.2,343.0,352.0,12,True,1.28,True,True,55
2026-07-01,045 Londen,HSX.L,4,1847.0,1717.0,1762.0,20,True,0.65,True,True,55
2026-07-01,045 Londen,KLR.L,4,2712.0,2594.0,2680.0,8,True,0.74,True,True,55
2026-07-01,045 Londen,PSON.L,4,1236.0,1128.0,1147.557,11,True,1.05,True,True,55
2026-07-01,045 Londen,SCT.L,4,1914.0,1760.0,1791.0,9,True,0.62,True,True,55
2026-07-01,045 Londen,ABF.L,3,1923.5,1880.5,1976.5,13,True,2.45,False,False,52.3
2026-07-01,045 Londen,GNS.L,3,2242.0,2126.0,2190.0,5,True,1.97,False,False,49.8
2026-07-01,045 Londen,QQ.L,3,446.2,412.4,429.8,5,True,1.97,False,False,49.8
2026-07-01,045 Londen,PINE.L,3,288.0,244.0,258.826,11,True,1.73,False,False,48.6
2026-07-01,045 Londen,CARD.L,3,67.6,62.1,64.5,9,True,1.58,False,False,47.9
2026-07-01,045 Londen,KNOS.L,3,819.0,765.0,818.0,5,True,1.55,False,False,47.7
2026-07-01,045 Londen,CKN.L,3,4324.0,4166.0,4378.0,5,False,2.32,False,True,41.6
2026-07-01,045 Londen,AJB.L,3,628.0,584.5,620.0,6,True,0.5,False,True,40
2026-07-01,045 Londen,ASHM.L,3,210.2,194.3,203.4,8,True,1.13,False,True,40
2026-07-01,045 Londen,CHG.L,3,539.0,481.0,499.6,6,True,0.62,False,True,40
2026-07-01,045 Londen,CLIG.L,3,448.0,435.0,445.0,7,True,0.62,False,True,40
2026-07-01,045 Londen,FRAS.L,3,753.0,710.5,730.5,9,True,0.89,False,True,40
2026-07-01,045 Londen,GPE.L,3,333.2,314.6,330.0,11,True,0.5,False,True,40
2026-07-01,045 Londen,GSK.L,3,1930.0,1923.0,1978.5,10,True,1.05,False,True,40
2026-07-01,045 Londen,HIK.L,3,1524.0,1451.0,1487.0,12,True,0.58,False,True,40
2026-07-01,045 Londen,JUP.L,3,169.8,160.4,166.4,6,True,0.66,False,True,40
2026-07-01,045 Londen,MCB.L,3,156.2,147.2,156.0,7,True,0.39,False,True,40
2026-07-01,045 Londen,SSE.L,3,2386.0,2312.0,2398.0,12,True,0.68,False,True,40
2026-07-01,045 Londen,WOSG.L,3,729.5,703.0,717.0,5,True,0.56,False,True,40
2026-07-01,045 Londen,ANTO.L,3,3778.0,3650.0,3997.0,8,False,1.54,False,True,37.7
2026-07-01,045 Londen,EZJ.L,3,559.8,559.8,621.0,7,False,0.59,True,True,35
2026-07-01,045 Londen,GAW.L,3,21540.0,21540.0,23540.0,5,False,1.06,True,True,35
2026-07-01,045 Londen,ITRK.L,3,5805.0,5790.0,5815.0,8,False,0.22,True,True,35
2026-07-01,045 Londen,NXT.L,3,14695.0,14545.0,14865.0,4,False,0.66,True,True,35
2026-07-01,045 Londen,SGRO.L,3,886.0,871.4,893.6,6,False,1.19,True,True,35
2026-07-01,045 Londen,TET.L,3,305.0,301.0,305.5,23,False,0.3,True,True,35
