datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-22,048 Nasdaq/NYSE,INTU,4,257.77,28.4,✓ oververkocht (28.4),✗ neutraal (-61.637),211.1,✓ 211.1% opwaarts (ratio 16.0:1),257.77,✓ 0.0% boven bodem (257.77),801.96,223.82,180.0,✓ 180.00%
2026-06-22,048 Nasdaq/NYSE,ACN,4,124.83,25.7,✓ oververkocht (25.7),✗ neutraal (-37.538),140.9,✓ 140.9% opwaarts (ratio 9.5:1),124.83,✓ 0.0% boven bodem (124.83),300.71,106.32,509.0,✓ 509.00%
2026-06-22,048 Nasdaq/NYSE,CTSH,4,41.83,32.9,✓ oververkocht (32.9),✗ neutraal (-4.128),104.8,✓ 104.8% opwaarts (ratio 9.1:1),41.83,✓ 0.0% boven bodem (41.83),85.66,37.0,302.0,✓ 302.00%
2026-06-22,048 Nasdaq/NYSE,BSY,4,28.87,28.6,✓ oververkocht (28.6),✗ neutraal (-4.744),102.0,✓ 102.0% opwaarts (ratio 11.2:1),28.87,✓ 0.0% boven bodem (28.87),58.33,26.23,95.0,✓ 95.00%
2026-06-22,048 Nasdaq/NYSE,MKTX,4,117.12,33.3,✓ oververkocht (33.3),✗ neutraal (-22.686),87.2,✓ 87.2% opwaarts (ratio 11.9:1),116.11,✓ 0.9% boven bodem (116.11),219.27,108.57,259.0,✓ 259.00%
2026-06-22,048 Nasdaq/NYSE,ERIE,4,211.65,34.7,✓ oververkocht (34.7),✗ neutraal (-30.258),71.7,✓ 71.7% opwaarts (ratio 10.2:1),207.24,✓ 2.1% boven bodem (207.24),363.37,196.76,264.0,✓ 264.00%
2026-06-22,048 Nasdaq/NYSE,EFX,4,153.49,33.3,✓ oververkocht (33.3),✗ neutraal (-19.590),71.3,✓ 71.3% opwaarts (ratio 8.2:1),153.49,✓ 0.0% boven bodem (153.49),262.95,140.2,146.0,✓ 146.00%
2026-06-22,048 Nasdaq/NYSE,MKC,4,45.73,31.2,✓ oververkocht (31.2),✗ neutraal (-6.283),64.8,✓ 64.8% opwaarts (ratio 10.7:1),45.6,✓ 0.3% boven bodem (45.60),75.37,42.96,412.0,✓ 412.00%
2026-06-22,048 Nasdaq/NYSE,CMCSA,4,22.32,34.9,✓ oververkocht (34.9),✗ neutraal (-2.459),46.1,✓ 46.1% opwaarts (ratio 7.6:1),22.32,✓ 0.0% boven bodem (22.32),32.62,20.97,588.0,✓ 588.00%
2026-06-22,048 Nasdaq/NYSE,GEHC,4,60.64,38.0,✓ oververkocht (38.0),✗ neutraal (-3.649),45.3,✓ 45.3% opwaarts (ratio 7.4:1),59.49,✓ 1.9% boven bodem (59.49),88.08,56.91,23.0,✓ 23.00%
