datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-26,041 Benelux,HEIJM.AS,7,115.0,95.2,34.3,47.7,47.8,1.8,1.31,105.8,True,True,True,True,True,True,True,102.5
2026-06-26,041 Benelux,JEN.BR,6,84.2,84.3,34.4,37.5,8.0,3.4,0.71,77.46,True,True,True,False,True,True,True,90.3
2026-06-26,041 Benelux,ARGX.BR,5,784.4,85.3,116.0,0.0,46.9,3.5,1.17,721.65,True,False,True,False,True,True,True,88.7
2026-06-26,041 Benelux,KENDR.AS,6,19.34,88.6,40.6,40.3,48.3,10.5,2.03,17.79,True,False,True,True,True,True,True,81.8
2026-06-26,041 Benelux,BESI.AS,5,282.7,95.6,63.7,-13.8,63.2,11.7,1.0,260.08,True,False,True,False,True,True,True,75.5
2026-06-26,041 Benelux,JDEP.AS,5,31.84,71.3,89.4,47.3,7.0,2.9,0.76,29.29,True,True,True,False,False,True,True,68.9
2026-06-26,041 Benelux,BAMNB.AS,4,12.55,91.5,0.0,9.8,45.3,1.2,0.58,11.55,False,False,True,False,True,True,True,68.3
2026-06-26,041 Benelux,ASML.AS,4,1578.2,94.9,17.1,10.7,46.7,5.8,0.87,1451.94,False,False,True,False,True,True,True,59.0
2026-06-26,041 Benelux,MT.AS,4,52.52,89.1,-28.6,85.2,28.1,15.5,0.66,48.32,False,True,False,False,True,True,True,57.8
2026-06-26,041 Benelux,UCB.BR,5,258.5,75.5,26.4,113.1,41.8,8.9,0.99,237.82,True,True,True,False,False,True,True,52.6
2026-06-26,041 Benelux,NEDAP.AS,4,94.3,74.2,32.0,6.6,28.5,5.6,0.98,86.76,True,False,True,False,False,True,True,43.2
2026-06-26,041 Benelux,MELE.BR,4,76.4,71.9,-6.1,-26.7,19.3,11.0,1.26,70.29,False,False,True,True,False,True,True,40
