datum,exchange,ticker,vcp_score,rs,price,pivot,stop,pct_from_high,pct_from_low,total_score
2026-07-23,049 Stockholm,BRAV.ST,2,78.6,138.2,138.6,127.14,0.3,83.0,73.8
