datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-29,044 Spanje/Port,AENA.MC,4,27.32,24.06,24.8,21,True,0.63,True,True,55
2026-06-29,044 Spanje/Port,ELE.MC,4,39.8,37.69,38.21,10,True,0.6,True,True,55
2026-06-29,044 Spanje/Port,AIR.MC,3,191.72,174.84,179.48,17,True,0.46,False,True,40
2026-06-29,044 Spanje/Port,ENO.MC,3,38.95,36.7,37.95,7,True,0.8,False,True,40
2026-06-29,044 Spanje/Port,LDA.MC,3,1.21,1.164,1.2,6,True,0.55,False,True,40
2026-06-29,044 Spanje/Port,PUIG.MC,3,16.22,15.84,16.18,6,True,1.07,False,True,40
2026-06-29,044 Spanje/Port,VID.MC,3,83.1,78.7,81.1,11,True,0.5,False,True,40
2026-06-29,044 Spanje/Port,VIS.MC,3,58.5,57.4,58.3,9,True,0.64,False,True,40
2026-06-29,044 Spanje/Port,ENG.MC,3,17.6,17.57,17.85,11,False,1.26,True,True,35
2026-06-29,044 Spanje/Port,MRL.MC,3,15.44,15.44,15.92,4,False,0.36,True,True,35
