datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-30,048 Nasdaq/NYSE,TECH,5,70.65,52.5,55.16,15,True,2.12,True,True,75.6
2026-06-30,048 Nasdaq/NYSE,FFIV,5,415.96,384.78,401.25,10,True,1.59,True,True,73.0
2026-06-30,048 Nasdaq/NYSE,APD,4,293.18,271.35,284.55,6,True,1.89,False,True,59.4
2026-06-30,048 Nasdaq/NYSE,ALL,4,237.94,219.57,225.27,14,True,0.72,True,True,55
2026-06-30,048 Nasdaq/NYSE,AMAT,4,723.0,406.4048,441.1616,30,True,1.22,True,True,55
2026-06-30,048 Nasdaq/NYSE,AMD,4,580.91,519.74,562.99,7,True,1.04,True,True,55
2026-06-30,048 Nasdaq/NYSE,APH,4,176.32,148.9952,159.5593,14,True,1.47,True,True,55
2026-06-30,048 Nasdaq/NYSE,DGX,4,211.95,193.58,201.04,9,True,0.66,True,True,55
2026-06-30,048 Nasdaq/NYSE,EG,4,357.23,335.63,344.74,10,True,0.5,True,True,55
2026-06-30,048 Nasdaq/NYSE,EW,4,90.46,85.88,89.14,9,True,0.48,True,True,55
2026-06-30,048 Nasdaq/NYSE,FTNT,4,153.62,144.14,149.5,11,True,0.94,True,True,55
2026-06-30,048 Nasdaq/NYSE,GEV,4,1174.86,1034.98,1142.0,7,True,0.81,True,True,55
2026-06-30,048 Nasdaq/NYSE,GLW,4,255.43,173.94,190.41,15,True,1.1,True,True,55
2026-06-30,048 Nasdaq/NYSE,JBHT,4,289.43,267.24,279.17,9,True,1.01,True,True,55
2026-06-30,048 Nasdaq/NYSE,KLAC,4,301.71,244.49,269.9,7,True,1.29,True,True,55
2026-06-30,048 Nasdaq/NYSE,LLY,4,1199.43,1098.5699,1146.6899,10,True,0.72,True,True,55
2026-06-30,048 Nasdaq/NYSE,LRCX,4,433.33,371.33,409.75,7,True,1.24,True,True,55
2026-06-30,048 Nasdaq/NYSE,MNST,4,96.12,91.34,93.92,10,True,0.84,True,True,55
2026-06-30,048 Nasdaq/NYSE,MRK,4,128.5,113.87,118.95,11,True,0.92,True,True,55
2026-06-30,048 Nasdaq/NYSE,PANW,4,341.02,285.26,295.75,7,True,1.09,True,True,55
2026-06-30,048 Nasdaq/NYSE,ROK,4,495.08,440.07,465.05,15,True,0.63,True,True,55
2026-06-30,048 Nasdaq/NYSE,TER,4,483.84,374.69,413.87,18,True,0.91,True,True,55
2026-06-30,048 Nasdaq/NYSE,TROW,4,113.69,105.2,109.58,7,True,1.22,True,True,55
2026-06-30,048 Nasdaq/NYSE,VLO,4,260.44,236.3,245.97,10,True,0.6,True,True,55
2026-06-30,048 Nasdaq/NYSE,VRTX,4,496.73,435.71,449.5,15,True,0.86,True,True,55
2026-06-30,048 Nasdaq/NYSE,WST,4,359.0,323.59,331.68,10,True,0.94,True,True,55
2026-06-30,048 Nasdaq/NYSE,EQT,3,53.17,50.72,51.89,10,True,1.51,False,False,47.6
2026-06-30,048 Nasdaq/NYSE,ENPH,3,49.24,47.21,49.83,5,False,2.19,False,True,40.9
2026-06-30,048 Nasdaq/NYSE,CF,3,108.26,102.17,104.93,8,True,1.05,False,True,40
