datum,exchange,ticker,vcp_score,rs,price,pivot,stop,pct_from_high,pct_from_low,total_score
2026-07-24,052 Oslo,AKER.OL,2,85.0,1250.0,1324.0,1150.0,5.6,103.0,73.7
