datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-26,048 Nasdaq/NYSE,CIEN,4,479.5,98.5,2333.0,-30.4,98.0,23.5,0.72,441.14,True,False,False,False,True,True,True,293.0
2026-06-26,048 Nasdaq/NYSE,GEV,5,1045.17,92.4,1768.1,0.0,79.6,9.0,1.0,961.56,True,False,True,False,True,True,True,245.3
2026-06-26,048 Nasdaq/NYSE,MU,5,1132.33,98.8,1398.3,0.0,81.5,6.7,0.97,1041.74,True,False,True,False,True,True,True,209.6
2026-06-26,048 Nasdaq/NYSE,COHR,5,380.56,97.7,1118.3,0.0,89.6,10.9,1.04,350.12,True,False,True,False,True,True,True,181.4
2026-06-26,048 Nasdaq/NYSE,LLY,7,1208.12,83.7,168.1,98.5,85.4,0.0,1.34,1111.47,True,True,True,True,True,True,True,113.6
2026-06-26,048 Nasdaq/NYSE,TER,6,436.86,98.3,303.4,11.1,96.5,7.4,1.24,401.91,True,False,True,True,True,True,True,110.0
2026-06-26,048 Nasdaq/NYSE,GLW,5,221.05,98.1,136.3,65.7,73.7,3.1,0.98,203.37,True,False,True,False,True,True,True,93.2
2026-06-26,048 Nasdaq/NYSE,WST,6,350.85,86.1,54.6,-8.8,103.9,0.0,1.53,322.78,True,False,True,True,True,True,True,92.7
2026-06-26,048 Nasdaq/NYSE,APH,6,163.72,86.4,26.5,48.8,97.9,1.2,0.89,150.62,True,True,True,False,True,True,True,89.9
2026-06-26,048 Nasdaq/NYSE,AMD,6,521.58,97.9,95.1,125.3,72.2,5.4,0.94,479.85,True,True,True,False,True,True,True,89.1
2026-06-26,048 Nasdaq/NYSE,FTNT,6,151.35,90.2,23.3,27.1,72.5,0.0,1.5,139.24,False,True,True,True,True,True,True,88.0
2026-06-26,048 Nasdaq/NYSE,HST,5,25.06,86.2,99.2,1.7,105.7,0.3,1.02,23.06,True,False,True,False,True,True,True,87.2
2026-06-26,048 Nasdaq/NYSE,FIX,6,1854.23,97.2,38.2,77.8,96.5,10.3,0.87,1705.89,True,True,True,False,True,True,True,83.3
2026-06-26,048 Nasdaq/NYSE,FSLR,6,239.07,81.0,65.4,35.6,94.5,24.9,1.28,219.94,True,True,False,True,True,True,True,82.7
2026-06-26,048 Nasdaq/NYSE,CSCO,6,113.77,87.7,35.4,-10.2,82.9,12.5,1.46,104.67,True,False,True,True,True,True,True,81.1
2026-06-26,048 Nasdaq/NYSE,ROK,5,476.82,81.9,38.9,-20.8,91.0,0.5,0.95,438.67,True,False,True,False,True,True,True,80.3
2026-06-26,048 Nasdaq/NYSE,MNST,5,96.38,83.5,28.6,8.1,70.9,0.0,0.98,88.67,True,False,True,False,True,True,True,79.6
2026-06-26,048 Nasdaq/NYSE,JBHT,5,280.3,92.5,20.2,-9.4,78.5,3.1,1.35,257.88,False,False,True,True,True,True,True,78.5
2026-06-26,048 Nasdaq/NYSE,PANW,5,304.2,92.2,0.0,60.6,83.3,0.0,1.38,279.86,False,False,True,True,True,True,True,78.4
2026-06-26,048 Nasdaq/NYSE,ADI,5,386.91,84.6,106.5,-17.3,93.5,13.1,1.03,355.96,True,False,True,False,True,True,True,77.6
