datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-07-02,048 Nasdaq/NYSE,AIZ,4,279.48,260.77,268.67,7,True,0.5,True,True,55
2026-07-02,048 Nasdaq/NYSE,ALL,4,250.33,219.57,225.27,16,True,0.79,True,True,55
2026-07-02,048 Nasdaq/NYSE,AMAT,4,603.04,406.4048,441.1616,32,True,1.14,True,True,55
2026-07-02,048 Nasdaq/NYSE,APD,4,314.19,269.6748,282.7933,8,True,0.82,True,True,55
2026-07-02,048 Nasdaq/NYSE,APH,4,164.59,148.9952,159.5593,16,True,0.61,True,True,55
2026-07-02,048 Nasdaq/NYSE,DGX,4,215.72,193.58,201.04,11,True,0.67,True,True,55
2026-07-02,048 Nasdaq/NYSE,EG,4,371.35,335.63,344.74,12,True,0.6,True,True,55
2026-07-02,048 Nasdaq/NYSE,EW,4,94.37,85.88,89.14,11,True,0.5,True,True,55
2026-07-02,048 Nasdaq/NYSE,EXPD,4,167.57,160.73,164.0,6,True,0.46,True,True,55
2026-07-02,048 Nasdaq/NYSE,FFIV,4,408.14,384.78,401.25,12,True,0.92,True,True,55
2026-07-02,048 Nasdaq/NYSE,FTNT,4,156.25,144.14,149.5,13,True,0.64,True,True,55
2026-07-02,048 Nasdaq/NYSE,GD,4,373.54,343.36,367.0,10,True,0.63,True,True,55
2026-07-02,048 Nasdaq/NYSE,GLW,4,196.79,173.94,190.41,17,True,1.12,True,True,55
2026-07-02,048 Nasdaq/NYSE,JBHT,4,285.83,267.24,279.17,11,True,0.73,True,True,55
2026-07-02,048 Nasdaq/NYSE,MNST,4,97.6,91.34,93.92,12,True,0.9,True,True,55
2026-07-02,048 Nasdaq/NYSE,MRK,4,129.56,113.87,118.95,13,True,0.41,True,True,55
2026-07-02,048 Nasdaq/NYSE,PANW,4,348.06,285.26,295.75,9,True,0.85,True,True,55
2026-07-02,048 Nasdaq/NYSE,PSA,4,329.64,318.31,327.48,5,True,0.7,True,True,55
2026-07-02,048 Nasdaq/NYSE,ROK,4,471.7,440.07,465.05,17,True,0.77,True,True,55
2026-07-02,048 Nasdaq/NYSE,TER,4,369.09,374.69,413.87,20,True,1.03,True,True,55
2026-07-02,048 Nasdaq/NYSE,TROW,4,118.55,105.2,109.58,9,True,0.6,True,True,55
2026-07-02,048 Nasdaq/NYSE,VLO,4,267.76,236.3,245.97,12,True,0.46,True,True,55
2026-07-02,048 Nasdaq/NYSE,VRTX,4,528.04,491.34,503.89,5,True,0.95,True,True,55
2026-07-02,048 Nasdaq/NYSE,WST,4,365.74,323.59,331.68,12,True,0.66,True,True,55
2026-07-02,048 Nasdaq/NYSE,AAPL,3,308.63,275.15,299.7,7,True,1.04,False,True,40
2026-07-02,048 Nasdaq/NYSE,ADP,3,242.27,214.6,224.04,11,True,0.71,False,True,40
2026-07-02,048 Nasdaq/NYSE,ALGN,3,184.52,168.49,180.55,9,True,1.04,False,True,40
2026-07-02,048 Nasdaq/NYSE,AMP,3,489.16,446.79,469.63,6,True,0.59,False,True,40
2026-07-02,048 Nasdaq/NYSE,CF,3,110.54,102.17,104.93,10,True,0.54,False,True,40
2026-07-02,048 Nasdaq/NYSE,CTRA,3,32.56,30.89,32.37,16,True,0.0,False,True,40
2026-07-02,048 Nasdaq/NYSE,DINO,3,72.5,64.5,66.88,11,True,0.51,False,True,40
2026-07-02,048 Nasdaq/NYSE,DXCM,3,71.25,67.35,71.09,7,True,0.6,False,True,40
2026-07-02,048 Nasdaq/NYSE,FAST,3,48.6,44.88,46.91,13,True,0.88,False,True,40
2026-07-02,048 Nasdaq/NYSE,FDS,3,250.09,218.15,240.57,11,True,1.06,False,True,40
2026-07-02,048 Nasdaq/NYSE,GILD,3,131.27,123.76,128.2,11,True,0.8,False,True,40
2026-07-02,048 Nasdaq/NYSE,GOOG,3,356.18,334.69,352.83,7,True,0.6,False,True,40
2026-07-02,048 Nasdaq/NYSE,GOOGL,3,359.91,337.39,358.92,9,True,0.66,False,True,40
2026-07-02,048 Nasdaq/NYSE,KVUE,3,19.83,17.86,18.53,11,True,0.41,False,True,40
2026-07-02,048 Nasdaq/NYSE,PFG,3,110.87,105.44,110.51,7,True,0.77,False,True,40
2026-07-02,048 Nasdaq/NYSE,PGR,3,232.22,190.4,199.77,25,True,0.57,False,True,40
2026-07-02,048 Nasdaq/NYSE,PPG,3,125.33,120.91,123.78,5,True,0.59,False,True,40
2026-07-02,048 Nasdaq/NYSE,RJF,3,162.66,148.5505,154.6188,6,True,0.75,False,True,40
2026-07-02,048 Nasdaq/NYSE,RTX,3,199.25,181.83,194.17,10,True,0.73,False,True,40
2026-07-02,048 Nasdaq/NYSE,SPGI,3,439.89,373.8316,395.4588,10,True,1.21,False,True,40
2026-07-02,048 Nasdaq/NYSE,TDY,3,652.08,612.17,631.83,10,True,0.73,False,True,40
2026-07-02,048 Nasdaq/NYSE,TPL,3,407.2,354.48,363.85,12,True,0.75,False,True,40
2026-07-02,048 Nasdaq/NYSE,AMD,3,517.82,517.82,562.99,9,False,0.85,True,True,35
2026-07-02,048 Nasdaq/NYSE,AME,3,234.62,234.62,244.71,6,False,0.62,True,True,35
2026-07-02,048 Nasdaq/NYSE,DAL,3,92.75,92.11,95.14,6,False,0.63,True,True,35
2026-07-02,048 Nasdaq/NYSE,GE,3,377.52,369.0,379.67,6,False,0.49,True,True,35
2026-07-02,048 Nasdaq/NYSE,GEV,3,1113.11,1034.98,1142.0,9,False,0.65,True,True,35
2026-07-02,048 Nasdaq/NYSE,HST,3,23.35,23.35,24.2408,4,False,0.69,True,True,35
2026-07-02,048 Nasdaq/NYSE,IEX,3,223.82,223.82,230.18,6,False,0.42,True,True,35
2026-07-02,048 Nasdaq/NYSE,KLAC,3,235.55,244.49,269.9,9,False,1.44,True,True,35
2026-07-02,048 Nasdaq/NYSE,LLY,3,1213.91,1191.74,1238.0,4,False,0.66,True,True,35
2026-07-02,048 Nasdaq/NYSE,LRCX,3,351.41,371.33,409.75,9,False,1.26,True,True,35
2026-07-02,048 Nasdaq/NYSE,TECH,3,70.83,70.65,71.1,4,False,0.96,True,True,35
