datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-19,048 Nasdaq/NYSE,CIEN,4,428.22,98.6,2333.0,-30.4,98.0,31.7,0.62,393.96,True,False,False,False,True,True,True,293.0
2026-06-19,048 Nasdaq/NYSE,GEV,5,1109.73,93.6,1768.1,0.0,79.6,3.4,0.82,1020.95,True,False,True,False,True,True,True,255.5
2026-06-19,048 Nasdaq/NYSE,MU,5,1133.99,98.8,770.8,0.0,81.6,0.0,0.92,1043.27,True,False,True,False,True,True,True,156.8
2026-06-19,048 Nasdaq/NYSE,TER,6,437.92,98.4,303.4,11.1,96.5,0.0,1.61,402.89,True,False,True,True,True,True,True,120.0
2026-06-19,048 Nasdaq/NYSE,AMD,6,537.37,98.2,95.1,125.3,72.2,1.8,0.91,494.38,True,True,True,False,True,True,True,99.2
2026-06-19,048 Nasdaq/NYSE,ADI,6,434.46,90.8,106.5,-17.3,93.5,0.7,1.22,399.7,True,False,True,True,True,True,True,98.8
2026-06-19,048 Nasdaq/NYSE,HST,6,25.01,86.8,99.2,1.7,105.7,0.0,1.22,23.01,True,False,True,True,True,True,True,97.3
2026-06-19,048 Nasdaq/NYSE,HWM,6,277.66,83.0,68.6,40.4,94.5,2.0,0.86,255.45,True,True,True,False,True,True,True,93.5
2026-06-19,048 Nasdaq/NYSE,FIX,6,1967.41,97.6,38.2,77.8,96.4,3.6,1.02,1810.02,True,True,True,False,True,True,True,93.3
2026-06-19,048 Nasdaq/NYSE,FCX,5,68.68,86.0,150.3,9.2,88.3,4.2,0.81,63.19,True,False,True,False,True,True,True,92.2
2026-06-19,048 Nasdaq/NYSE,WST,6,327.95,82.8,54.6,-8.8,104.0,2.0,1.27,301.71,True,False,True,True,True,True,True,92.0
2026-06-19,048 Nasdaq/NYSE,TXN,6,322.86,90.2,31.0,-12.4,92.6,0.6,1.22,297.03,True,False,True,True,True,True,True,91.1
2026-06-19,048 Nasdaq/NYSE,EME,7,836.59,84.4,26.9,41.8,97.0,11.4,1.21,769.66,True,True,True,True,True,True,True,89.6
2026-06-19,048 Nasdaq/NYSE,FTNT,6,144.73,87.4,23.3,27.1,72.5,3.3,1.28,133.15,False,True,True,True,True,True,True,87.5
