datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-23,043 Frankfurt,NDX1.DE,5,45.54,94.5,576.9,0.0,38.8,8.9,1.17,41.9,True,False,True,False,True,True,True,126.6
2026-06-23,043 Frankfurt,NDA.DE,6,196.3,93.3,193.9,95.6,46.2,10.4,0.45,180.6,True,True,True,False,True,True,True,98.0
2026-06-23,043 Frankfurt,JEN.DE,5,47.2,96.1,80.5,-0.3,54.7,0.5,0.82,43.42,True,False,True,False,True,True,True,87.3
2026-06-23,043 Frankfurt,BSL.DE,5,29.9,96.5,172.5,0.0,22.4,6.3,1.01,27.51,True,False,True,False,True,True,True,86.5
2026-06-23,043 Frankfurt,REP.DE,5,21.84,82.3,153.8,-22.6,35.7,11.7,0.64,20.09,True,False,True,False,True,True,True,81.8
2026-06-23,043 Frankfurt,ENR.DE,5,162.5,82.1,76.5,0.0,55.8,13.4,0.77,149.5,True,False,True,False,True,True,True,74.1
2026-06-23,043 Frankfurt,DWS.DE,6,64.0,73.5,32.7,29.6,9.5,0.0,1.52,58.88,True,True,True,True,False,True,True,73.3
2026-06-23,043 Frankfurt,SMHN.DE,5,96.45,94.9,-85.2,0.0,77.1,13.7,1.3,88.73,False,False,True,True,True,True,True,69.0
2026-06-23,043 Frankfurt,AIXA.DE,4,55.42,97.6,0.0,-23.4,65.9,8.3,0.79,50.99,False,False,True,False,True,True,True,59.5
2026-06-23,043 Frankfurt,IFX.DE,4,80.56,95.9,0.0,-43.1,59.3,8.5,0.83,74.12,False,False,True,False,True,True,True,59.2
2026-06-23,043 Frankfurt,ASML.AS,4,1560.8,93.4,17.1,10.7,46.6,6.9,0.82,1435.94,False,False,True,False,True,True,True,58.7
