datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-07-02,045 Londen,CCH.L,6,5140.0,3,4.21,4586.7088,4130.34,True,1.02,True,True,True,False,105
2026-07-02,045 Londen,CLIG.L,5,455.0,5,4.27,440.0,417.05,True,2.32,True,False,False,False,105
2026-07-02,045 Londen,COST.L,6,210.5,2,7.01,206.0,181.53,True,0.95,True,True,False,True,105
2026-07-02,045 Londen,DPLM.L,6,7195.0,2,4.89,7099.8051,6765.4,True,0.57,True,False,True,True,105
2026-07-02,045 Londen,CNE.L,5,345.0,3,7.8,318.0,299.56,True,8.06,True,False,False,False,95
2026-07-02,045 Londen,HMSO.L,4,371.8,5,7.9,341.356,317.02,True,0.74,True,False,False,False,95
2026-07-02,045 Londen,JFJ.L,4,813.0,5,8.06,761.0,737.97,True,1.05,True,False,False,False,95
2026-07-02,045 Londen,AUTO.L,6,510.8,2,5.92,518.2,443.66,False,0.37,False,True,True,True,75
2026-07-02,045 Londen,BLND.L,4,418.0,5,8.52,424.0888,358.4,False,0.45,True,False,False,False,75
2026-07-02,045 Londen,ITV.L,4,81.65,5,6.23,81.8161,77.91,False,0.56,True,False,False,False,75
2026-07-02,045 Londen,JUP.L,6,171.6,2,8.09,172.5146,151.37,False,0.59,False,True,True,True,75
2026-07-02,045 Londen,MONY.L,4,190.9,3,4.86,173.8963,175.53,True,1.13,False,True,False,False,75
2026-07-02,045 Londen,PINE.L,4,300.5,3,19.13,267.0,224.94,True,2.32,False,False,True,False,75
2026-07-02,045 Londen,AVON.L,4,1796.0,5,9.48,1936.0,1567.93,False,0.56,False,False,True,False,65
2026-07-02,045 Londen,MCB.L,4,163.4,3,15.71,168.0,138.33,False,1.02,True,False,True,False,65
2026-07-02,045 Londen,ROR.L,5,302.0,2,5.6,341.7451,296.45,False,0.86,False,True,True,True,65
2026-07-02,045 Londen,SMIN.L,4,2594.0,3,5.24,2656.0,2379.58,False,1.11,True,False,False,False,65
2026-07-02,045 Londen,FAN.L,4,611.0,4,9.15,658.0,564.16,False,1.11,False,False,True,False,60
2026-07-02,045 Londen,GSK.L,4,2004.0,3,5.22,2201.8015,1879.2,False,2.11,False,True,False,False,55
2026-07-02,045 Londen,TRN.L,4,219.0,2,10.07,247.6,207.17,False,1.02,False,True,True,True,55
2026-07-02,045 Londen,WEIR.L,4,2444.0,3,6.62,3185.7454,2309.2,False,0.58,False,True,True,False,55
2026-07-02,045 Londen,CCH.L,6,5140.0,3,4.21,4586.7088,4130.34,True,1.02,True,True,True,False,105
2026-07-02,045 Londen,CLIG.L,5,455.0,5,4.27,440.0,417.05,True,2.32,True,False,False,False,105
2026-07-02,045 Londen,COST.L,6,210.5,2,7.01,206.0,181.53,True,0.95,True,True,False,True,105
2026-07-02,045 Londen,DPLM.L,6,7195.0,2,4.89,7099.8051,6765.4,True,0.57,True,False,True,True,105
2026-07-02,045 Londen,CNE.L,5,345.0,3,7.8,318.0,299.56,True,8.06,True,False,False,False,95
2026-07-02,045 Londen,HMSO.L,4,371.8,5,7.9,341.356,317.02,True,0.74,True,False,False,False,95
2026-07-02,045 Londen,JFJ.L,4,813.0,5,8.06,761.0,737.97,True,1.05,True,False,False,False,95
2026-07-02,045 Londen,AUTO.L,6,510.8,2,5.92,518.2,443.66,False,0.37,False,True,True,True,75
2026-07-02,045 Londen,BLND.L,4,418.0,5,8.52,424.0888,358.4,False,0.45,True,False,False,False,75
2026-07-02,045 Londen,ITV.L,4,81.65,5,6.23,81.8161,77.91,False,0.56,True,False,False,False,75
2026-07-02,045 Londen,JUP.L,6,171.6,2,8.09,172.5146,151.37,False,0.59,False,True,True,True,75
2026-07-02,045 Londen,MONY.L,4,190.9,3,4.86,173.8963,175.53,True,1.13,False,True,False,False,75
2026-07-02,045 Londen,PINE.L,4,300.5,3,19.13,267.0,224.94,True,2.32,False,False,True,False,75
2026-07-02,045 Londen,AVON.L,4,1796.0,5,9.48,1936.0,1567.93,False,0.56,False,False,True,False,65
2026-07-02,045 Londen,MCB.L,4,163.4,3,15.71,168.0,138.33,False,1.02,True,False,True,False,65
2026-07-02,045 Londen,ROR.L,5,302.0,2,5.6,341.7451,296.45,False,0.86,False,True,True,True,65
2026-07-02,045 Londen,SMIN.L,4,2594.0,3,5.24,2656.0,2379.58,False,1.11,True,False,False,False,65
2026-07-02,045 Londen,FAN.L,4,611.0,4,9.15,658.0,564.16,False,1.11,False,False,True,False,60
2026-07-02,045 Londen,GSK.L,4,2004.0,3,5.22,2201.8015,1879.2,False,2.11,False,True,False,False,55
2026-07-02,045 Londen,TRN.L,4,219.0,2,10.07,247.6,207.17,False,1.02,False,True,True,True,55
2026-07-02,045 Londen,WEIR.L,4,2444.0,3,6.62,3185.7454,2309.2,False,0.58,False,True,True,False,55
