datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-29,045 Londen,OXIG.L,6,2946.0,81.3,1805.3,-2.5,66.3,10.8,1.24,2710.32,True,False,True,True,True,True,True,256.8
2026-06-29,045 Londen,AAIF.L,5,329.0,77.2,501.6,190.8,45.9,6.5,1.07,302.68,True,True,True,False,False,True,True,100.2
2026-06-29,045 Londen,WOSG.L,6,703.0,90.3,53.6,-33.5,70.5,4.2,1.6,646.76,True,False,True,True,True,True,True,93.4
2026-06-29,045 Londen,CMCX.L,6,452.0,88.7,42.7,25.9,20.6,3.0,1.19,415.84,True,True,True,False,True,True,True,92.0
2026-06-29,045 Londen,APN.L,5,312.0,96.0,73.0,23.6,26.1,0.0,0.57,287.04,True,False,True,False,True,True,True,86.5
2026-06-29,045 Londen,PAF.L,4,98.4,86.5,206.9,52.5,66.8,46.3,0.67,90.53,True,True,False,False,True,True,False,78.0
2026-06-29,045 Londen,KLR.L,5,2608.0,89.2,4.8,26.3,107.4,3.0,0.97,2399.36,False,True,True,False,True,True,True,77.8
2026-06-29,045 Londen,LUCE.L,5,266.0,91.3,77.9,10.3,16.1,8.3,0.73,244.72,True,False,True,False,True,True,True,76.1
2026-06-29,045 Londen,SDR.L,5,585.5,78.1,85.5,15.8,35.8,0.3,2.09,538.66,True,False,True,True,False,True,True,68.5
2026-06-29,045 Londen,EMG.L,4,287.4,83.3,-7.5,-13.5,41.1,3.9,0.9,264.41,False,False,True,False,True,True,True,66.7
2026-06-29,045 Londen,HILS.L,4,2745.0,81.7,4.8,9.5,56.5,4.5,0.78,2525.4,False,False,True,False,True,True,True,66.3
2026-06-29,045 Londen,CPG.L,4,32.28,81.0,16.3,7.8,76.5,4.8,0.86,29.7,False,False,True,False,True,True,True,66.2
2026-06-29,045 Londen,IMI.L,5,2918.0,70.6,57.6,14.3,80.1,3.9,1.3,2684.56,True,False,True,True,False,True,True,65.8
2026-06-29,045 Londen,ANTO.L,4,3747.0,91.0,41.7,26.1,22.8,15.9,0.5,3447.24,True,False,False,False,True,True,True,62.4
2026-06-29,045 Londen,ECOR.L,4,137.0,92.4,0.0,411.8,37.1,10.2,0.78,126.04,False,False,True,False,True,True,True,58.5
2026-06-29,045 Londen,RIO.L,4,7076.0,82.1,-5.3,-0.5,48.1,14.8,1.12,6509.92,False,False,True,False,True,True,True,56.4
2026-06-29,045 Londen,DPLM.L,4,7050.0,76.7,4.7,25.3,83.3,2.4,0.8,6486.0,False,True,True,False,False,True,True,50
2026-06-29,045 Londen,EZJ.L,4,582.0,73.3,0.0,23.5,61.8,0.2,1.31,535.44,False,False,True,True,False,True,True,50
2026-06-29,045 Londen,SGRO.L,4,878.2,72.4,-18.7,0.0,90.6,0.2,2.04,807.94,False,False,True,True,False,True,True,50
2026-06-29,045 Londen,TET.L,4,304.0,74.6,-33.6,-32.0,49.4,0.0,13.16,279.68,False,False,True,True,False,True,True,50
