datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-23,046 Milaan,RACE.MI,3,301.7,43.6,✓ herstel (43.6 ↑),✗ neutraal (-18.090),44.5,✓ 44.5% opwaarts (ratio 6.8:1),270.72,✗ 11.4% boven bodem (270.72),435.94,281.81,118.0,✓ 118.00%
2026-06-23,046 Milaan,CPR.MI,3,5.43,34.3,✓ oververkocht (34.3),✗ neutraal (-0.741),22.6,✗ 22.6% / ratio 4.7:1,5.28,✓ 2.7% boven bodem (5.28),6.65,5.17,182.0,✓ 182.00%
