datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-24,046 Milaan,PRY.MI,7,147.9,96.1,64.0,54.9,58.3,5.7,1.36,136.07,True,True,True,True,True,True,True,95.6
2026-06-24,046 Milaan,DIS.MI,6,8.05,94.7,45.6,-32.2,9.0,11.8,1.35,7.41,True,False,True,True,True,True,True,83.5
2026-06-24,046 Milaan,ELN.MI,5,16.77,84.8,-4.8,-5.1,31.4,2.5,2.09,15.43,False,False,True,True,True,True,True,77.0
2026-06-24,046 Milaan,DAN.MI,4,73.45,94.5,4.6,4.9,11.8,3.5,1.17,67.57,False,False,True,False,True,True,True,68.9
2026-06-24,046 Milaan,SPM.MI,5,4.38,90.9,1.3,31.6,49.5,9.2,0.78,4.03,False,True,True,False,True,True,True,68.2
2026-06-24,046 Milaan,G.MI,4,42.53,80.3,0.0,5.5,36.0,0.7,1.07,39.13,False,False,True,False,True,True,True,66.1
2026-06-24,046 Milaan,TEN.MI,5,24.84,80.5,6.7,-29.8,14.4,10.3,1.54,22.85,False,False,True,True,True,True,True,66.1
2026-06-24,046 Milaan,AZM.MI,4,36.64,75.1,8.7,10.0,31.1,4.3,1.49,33.71,False,False,True,True,False,True,True,50
2026-06-24,046 Milaan,DLG.MI,4,36.82,74.7,7.5,12.4,28.9,4.6,1.71,33.87,False,False,True,True,False,True,True,50
2026-06-24,046 Milaan,UNI.MI,4,24.06,79.9,9.7,16.0,20.5,2.6,1.38,22.14,False,False,True,True,False,True,True,50
