datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-25,048 Nasdaq/NYSE,TECH,4,70.7,52.5,55.16,12,True,9.65,False,True,98.3
2026-06-25,048 Nasdaq/NYSE,GLW,5,228.01,173.94,190.41,12,True,1.58,True,True,72.9
2026-06-25,048 Nasdaq/NYSE,AMAT,5,668.0,406.4048,441.1616,27,True,1.51,True,True,72.6
2026-06-25,048 Nasdaq/NYSE,AIZ,4,260.77,246.554,252.4139,20,True,0.55,True,True,55
2026-06-25,048 Nasdaq/NYSE,ALL,4,231.6,219.57,225.27,11,True,0.58,True,True,55
2026-06-25,048 Nasdaq/NYSE,AME,4,240.95,221.448,231.5828,12,True,0.52,True,True,55
2026-06-25,048 Nasdaq/NYSE,APH,4,165.15,148.9952,159.5593,11,True,0.8,True,True,55
2026-06-25,048 Nasdaq/NYSE,DAL,4,92.11,82.25,87.39,8,True,1.24,True,True,55
2026-06-25,048 Nasdaq/NYSE,EW,4,89.72,85.88,89.14,6,True,0.62,True,True,55
2026-06-25,048 Nasdaq/NYSE,FTNT,4,149.93,144.14,149.5,8,True,0.92,True,True,55
2026-06-25,048 Nasdaq/NYSE,GE,4,371.36,318.71,332.49,14,True,0.84,True,True,55
2026-06-25,048 Nasdaq/NYSE,GNRC,4,295.16,257.33,275.35,12,True,1.44,True,True,55
2026-06-25,048 Nasdaq/NYSE,GWW,4,1374.78,1311.1,1349.74,11,True,0.66,True,True,55
2026-06-25,048 Nasdaq/NYSE,MNST,4,95.83,91.34,93.92,7,True,0.97,True,True,55
2026-06-25,048 Nasdaq/NYSE,MRK,4,125.45,113.87,118.95,8,True,1.06,True,True,55
2026-06-25,048 Nasdaq/NYSE,MU,4,1213.56,935.89,1036.37,15,True,1.42,True,True,55
2026-06-25,048 Nasdaq/NYSE,ROK,4,479.39,440.07,465.05,12,True,0.75,True,True,55
2026-06-25,048 Nasdaq/NYSE,TER,4,471.96,374.69,413.87,15,True,1.37,True,True,55
2026-06-25,048 Nasdaq/NYSE,TT,4,503.46,449.12,470.7218,16,True,1.32,True,True,55
2026-06-25,048 Nasdaq/NYSE,WAB,4,282.45,256.52,267.59,12,True,0.79,True,True,55
2026-06-25,048 Nasdaq/NYSE,WST,4,346.56,323.59,331.68,7,True,1.4,True,True,55
2026-06-25,048 Nasdaq/NYSE,A,3,135.51,124.33,131.97,7,True,0.57,False,True,40
2026-06-25,048 Nasdaq/NYSE,CARR,3,76.0,67.16,68.84,16,True,0.62,False,True,40
2026-06-25,048 Nasdaq/NYSE,CF,3,105.49,102.17,104.93,5,True,0.99,False,True,40
2026-06-25,048 Nasdaq/NYSE,CIEN,3,484.69,428.22,463.55,7,True,0.77,False,True,40
2026-06-25,048 Nasdaq/NYSE,CTRA,3,32.56,30.89,32.37,16,True,0.0,False,True,40
2026-06-25,048 Nasdaq/NYSE,DGX,3,206.24,193.58,201.04,6,True,0.55,False,True,40
2026-06-25,048 Nasdaq/NYSE,DHI,3,166.95,152.48,161.56,6,True,0.71,False,True,40
2026-06-25,048 Nasdaq/NYSE,DINO,3,67.78,64.5,66.88,6,True,0.8,False,True,40
2026-06-25,048 Nasdaq/NYSE,DOV,3,230.73,207.54,215.8705,21,True,0.53,False,True,40
2026-06-25,048 Nasdaq/NYSE,EG,3,343.02,335.63,344.74,7,True,0.53,False,True,40
2026-06-25,048 Nasdaq/NYSE,EME,3,862.66,776.72,845.99,12,True,0.68,False,True,40
2026-06-25,048 Nasdaq/NYSE,FAST,3,46.92,44.88,46.91,8,True,0.84,False,True,40
2026-06-25,048 Nasdaq/NYSE,GRMN,3,235.41,231.89,239.12,6,True,0.81,False,True,40
2026-06-25,048 Nasdaq/NYSE,HUBB,3,536.04,467.59,493.47,12,True,0.76,False,True,40
2026-06-25,048 Nasdaq/NYSE,KVUE,3,18.96,17.86,18.53,6,True,1.31,False,True,40
2026-06-25,048 Nasdaq/NYSE,MHK,3,121.0,108.04,116.03,8,True,1.11,False,True,40
2026-06-25,048 Nasdaq/NYSE,MLM,3,628.94,552.87,584.28,14,True,0.73,False,True,40
2026-06-25,048 Nasdaq/NYSE,PGR,3,215.54,190.4,199.77,20,True,0.79,False,True,40
2026-06-25,048 Nasdaq/NYSE,PH,3,989.91,823.3,875.46,21,True,0.38,False,True,40
2026-06-25,048 Nasdaq/NYSE,PHM,3,135.81,116.9619,119.746,18,True,0.75,False,True,40
2026-06-25,048 Nasdaq/NYSE,PKG,3,241.09,215.2162,226.3922,17,True,0.47,False,True,40
2026-06-25,048 Nasdaq/NYSE,PPG,3,122.4,117.14,121.79,6,True,0.66,False,True,40
2026-06-25,048 Nasdaq/NYSE,SOLV,3,77.92,73.56,76.9,6,True,0.29,False,True,40
2026-06-25,048 Nasdaq/NYSE,TPL,3,391.04,354.48,363.85,7,True,0.59,False,True,40
2026-06-25,048 Nasdaq/NYSE,VLO,3,255.06,236.3,245.97,7,True,0.83,False,True,40
2026-06-25,048 Nasdaq/NYSE,VMC,3,312.97,269.98,285.56,14,True,0.65,False,True,40
2026-06-25,048 Nasdaq/NYSE,VRTX,3,480.18,435.71,449.5,12,True,1.05,False,True,40
2026-06-25,048 Nasdaq/NYSE,WAT,3,376.89,355.44,366.14,6,True,0.89,False,True,40
2026-06-25,048 Nasdaq/NYSE,AAPL,3,275.15,275.15,302.42,4,False,1.83,False,True,39.1
2026-06-25,048 Nasdaq/NYSE,QCOM,3,204.9,221.9,233.44,4,False,1.55,False,True,37.7
2026-06-25,048 Nasdaq/NYSE,ADI,3,417.93,407.26,445.91,4,False,1.22,True,True,35
2026-06-25,048 Nasdaq/NYSE,AMD,3,532.57,519.74,562.99,4,False,0.86,True,True,35
2026-06-25,048 Nasdaq/NYSE,CMI,3,727.59,694.87,731.54,4,False,0.81,True,True,35
2026-06-25,048 Nasdaq/NYSE,COHR,3,407.25,407.25,439.68,4,False,0.62,True,True,35
2026-06-25,048 Nasdaq/NYSE,ETN,3,419.87,404.59,436.74,4,False,0.75,True,True,35
2026-06-25,048 Nasdaq/NYSE,FIX,3,2017.57,1908.0699,2072.3101,4,False,0.79,True,True,35
2026-06-25,048 Nasdaq/NYSE,HST,3,24.98,24.58,25.41,4,False,0.77,True,True,35
2026-06-25,048 Nasdaq/NYSE,IEX,3,228.07,221.17,228.26,5,False,0.38,True,True,35
2026-06-25,048 Nasdaq/NYSE,JCI,3,145.49,141.28,148.78,4,False,0.77,True,True,35
2026-06-25,048 Nasdaq/NYSE,KEYS,3,360.06,351.3,374.963,4,False,0.74,True,True,35
2026-06-25,048 Nasdaq/NYSE,KLAC,3,258.8,244.49,269.9,4,False,0.86,True,True,35
2026-06-25,048 Nasdaq/NYSE,LRCX,3,401.82,371.33,409.75,4,False,1.34,True,True,35
2026-06-25,048 Nasdaq/NYSE,MCHP,3,94.12,94.12,104.03,4,False,0.77,True,True,35
2026-06-25,048 Nasdaq/NYSE,RL,3,410.11,407.01,419.86,4,False,0.7,True,True,35
2026-06-25,048 Nasdaq/NYSE,TXN,3,311.81,303.11,334.03,4,False,0.9,True,True,35
