datum,exchange,ticker,score,price,box_bottom,box_top,box_days,breakout,vol_ratio,new_high,trend_ok,total_score
2026-06-26,046 Milaan,DAN.MI,4,67.85,67.85,74.75,4,False,1.6,True,True,53.0
2026-06-26,046 Milaan,A2A.MI,3,2.28,2.25,2.287,9,True,0.5,False,True,40
2026-06-26,046 Milaan,DIA.MI,3,68.34,63.74,66.6,8,True,0.76,False,True,40
2026-06-26,046 Milaan,RACE.MI,3,322.15,301.7,317.45,6,True,1.17,False,True,40
2026-06-26,046 Milaan,REC.MI,3,51.5,50.55,50.85,9,True,0.6,False,True,40
2026-06-26,046 Milaan,TXT.MI,3,37.45,35.55,36.85,7,True,1.17,False,True,40
2026-06-26,046 Milaan,ELN.MI,3,17.25,16.7,17.45,5,False,0.86,True,True,35
2026-06-26,046 Milaan,G.MI,3,42.49,42.46,42.89,5,False,0.56,True,True,35
2026-06-26,046 Milaan,PIRC.MI,3,6.54,6.33,6.55,9,False,0.84,True,True,35
2026-06-26,046 Milaan,UNI.MI,3,24.1,24.06,24.69,4,False,0.64,True,True,35
