datum,exchange,ticker,score,price,n_contracties,laatste_pct,pivot,stop,breakout,breakout_vol,stage2,pct_krimpt,tijd_krimpt,vol_krimpt,total_score
2026-06-26,048 Nasdaq/NYSE,GE,6,369.0,2,9.25,319.14,276.02,True,1.28,True,True,False,True,105
2026-06-26,048 Nasdaq/NYSE,MRK,5,128.66,4,8.98,123.1147,109.93,True,1.73,True,False,False,False,100
2026-06-26,048 Nasdaq/NYSE,PKG,6,241.55,2,6.02,229.75,209.62,True,0.57,True,True,True,False,100
2026-06-26,048 Nasdaq/NYSE,DGX,4,209.88,5,7.07,204.1097,190.53,True,1.35,True,False,False,False,95
2026-06-26,048 Nasdaq/NYSE,KVUE,4,19.13,5,7.36,17.6474,16.48,True,1.18,True,False,False,False,95
2026-06-26,048 Nasdaq/NYSE,PPG,5,123.24,2,11.6,117.6033,98.24,True,0.78,True,False,True,True,95
2026-06-26,048 Nasdaq/NYSE,WAB,7,269.53,2,5.07,274.1565,250.54,False,1.92,True,True,True,True,95
2026-06-26,048 Nasdaq/NYSE,CHD,4,99.58,4,6.94,96.5149,91.4,True,0.71,True,False,False,False,90
2026-06-26,048 Nasdaq/NYSE,FAST,5,47.1,2,6.57,45.64,44.1,True,1.85,True,False,False,False,90
2026-06-26,048 Nasdaq/NYSE,PHM,6,137.61,2,6.07,132.8582,112.59,True,1.65,False,True,True,False,90
2026-06-26,048 Nasdaq/NYSE,TER,5,436.86,2,19.08,382.8554,324.68,True,2.59,True,False,True,False,90
2026-06-26,048 Nasdaq/NYSE,VRTX,5,491.34,2,6.72,447.82,419.66,True,4.12,False,False,True,False,80
2026-06-26,048 Nasdaq/NYSE,MHK,4,119.76,3,6.72,107.39,98.93,True,0.56,False,False,True,False,75
2026-06-26,048 Nasdaq/NYSE,PH,4,968.92,3,7.39,937.8801,802.3,True,1.56,False,False,False,False,75
2026-06-26,048 Nasdaq/NYSE,EMR,4,143.49,4,6.29,152.185,134.19,False,1.97,True,False,False,False,70
2026-06-26,048 Nasdaq/NYSE,GRMN,5,232.51,2,4.67,241.7094,227.09,False,1.22,False,False,True,True,65
2026-06-26,048 Nasdaq/NYSE,SYK,5,332.71,3,5.16,352.8,294.53,False,2.01,False,True,True,False,65
2026-06-26,048 Nasdaq/NYSE,DHI,5,166.29,2,5.44,166.4763,140.98,False,0.53,False,True,True,False,60
2026-06-26,048 Nasdaq/NYSE,NOC,4,500.03,2,6.36,705.4452,518.68,False,1.66,False,True,True,False,50
2026-06-26,048 Nasdaq/NYSE,PFE,4,24.29,2,4.79,27.3978,24.98,False,0.92,False,True,True,False,50
2026-06-26,048 Nasdaq/NYSE,GE,6,369.0,2,9.25,319.14,276.02,True,1.28,True,True,False,True,105
2026-06-26,048 Nasdaq/NYSE,MRK,5,128.66,4,8.98,123.1147,109.93,True,1.73,True,False,False,False,100
2026-06-26,048 Nasdaq/NYSE,PKG,6,241.55,2,6.02,229.75,209.62,True,0.57,True,True,True,False,100
2026-06-26,048 Nasdaq/NYSE,DGX,4,209.88,5,7.07,204.1097,190.53,True,1.35,True,False,False,False,95
2026-06-26,048 Nasdaq/NYSE,KVUE,4,19.13,5,7.36,17.6474,16.48,True,1.18,True,False,False,False,95
2026-06-26,048 Nasdaq/NYSE,PPG,5,123.24,2,11.6,117.6033,98.24,True,0.78,True,False,True,True,95
2026-06-26,048 Nasdaq/NYSE,WAB,7,269.53,2,5.07,274.1565,250.54,False,1.92,True,True,True,True,95
2026-06-26,048 Nasdaq/NYSE,CHD,4,99.58,4,6.94,96.5149,91.4,True,0.71,True,False,False,False,90
2026-06-26,048 Nasdaq/NYSE,FAST,5,47.1,2,6.57,45.64,44.1,True,1.85,True,False,False,False,90
2026-06-26,048 Nasdaq/NYSE,PHM,6,137.61,2,6.07,132.8582,112.59,True,1.65,False,True,True,False,90
2026-06-26,048 Nasdaq/NYSE,TER,5,436.86,2,19.08,382.8554,324.68,True,2.59,True,False,True,False,90
2026-06-26,048 Nasdaq/NYSE,VRTX,5,491.34,2,6.72,447.82,419.66,True,4.12,False,False,True,False,80
2026-06-26,048 Nasdaq/NYSE,MHK,4,119.76,3,6.72,107.39,98.93,True,0.56,False,False,True,False,75
2026-06-26,048 Nasdaq/NYSE,PH,4,968.92,3,7.39,937.8801,802.3,True,1.56,False,False,False,False,75
2026-06-26,048 Nasdaq/NYSE,EMR,4,143.49,4,6.29,152.185,134.19,False,1.97,True,False,False,False,70
2026-06-26,048 Nasdaq/NYSE,GRMN,5,232.51,2,4.67,241.7094,227.09,False,1.22,False,False,True,True,65
2026-06-26,048 Nasdaq/NYSE,SYK,5,332.71,3,5.16,352.8,294.53,False,2.01,False,True,True,False,65
2026-06-26,048 Nasdaq/NYSE,DHI,5,166.29,2,5.44,166.4763,140.98,False,0.53,False,True,True,False,60
2026-06-26,048 Nasdaq/NYSE,NOC,4,500.03,2,6.36,705.4452,518.68,False,1.66,False,True,True,False,50
2026-06-26,048 Nasdaq/NYSE,PFE,4,24.29,2,4.79,27.3978,24.98,False,0.92,False,True,True,False,50
