datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-19,047 Toronto,IMG.TO,4,23.76,93.2,856.4,165.4,73.7,29.2,1.04,21.86,True,False,False,False,True,True,True,144.3
2026-06-19,047 Toronto,ABX.TO,5,56.19,89.4,238.0,98.1,67.3,20.8,1.0,51.69,True,True,False,False,True,True,True,91.7
2026-06-19,047 Toronto,HBM.TO,6,39.11,96.6,89.6,192.6,79.5,11.2,1.08,35.98,True,True,True,False,True,True,True,88.3
2026-06-19,047 Toronto,ATZ.TO,6,163.11,95.4,34.8,120.2,42.6,5.8,1.11,150.06,True,True,True,False,True,True,True,82.6
2026-06-19,047 Toronto,GMIN.TO,4,41.18,92.6,229.0,0.0,49.0,29.1,1.17,37.89,True,False,False,False,True,True,True,81.4
2026-06-19,047 Toronto,TIH.TO,5,239.0,90.6,24.5,-3.6,44.5,0.8,1.33,219.88,False,False,True,True,True,True,True,78.1
2026-06-19,047 Toronto,CVE.TO,5,35.66,84.6,82.8,-2.2,55.0,17.9,1.34,32.81,True,False,False,True,True,True,True,75.2
2026-06-19,047 Toronto,PAAS.TO,4,69.02,82.6,170.4,0.0,61.2,25.8,1.08,63.5,True,False,False,False,True,True,True,73.6
2026-06-19,047 Toronto,LUN.TO,4,37.13,95.6,126.4,130.5,50.7,16.3,1.06,34.16,True,False,False,False,True,True,True,71.8
2026-06-19,047 Toronto,K.TO,4,36.95,81.6,129.1,139.6,69.1,28.6,0.77,33.99,True,True,False,False,True,True,False,69.2
2026-06-19,047 Toronto,OGC.TO,4,36.65,81.0,129.1,175.1,55.1,36.7,0.88,33.72,True,True,False,False,True,True,False,69.1
2026-06-19,047 Toronto,IGM.TO,4,80.53,90.0,21.4,-2.1,9.2,3.5,0.97,74.09,False,False,True,False,True,True,True,68.0
2026-06-19,047 Toronto,EDV.TO,4,76.24,86.4,104.3,0.0,65.4,21.3,1.02,70.14,True,False,False,False,True,True,True,67.7
2026-06-19,047 Toronto,CS.TO,4,14.61,92.2,0.0,0.0,39.6,12.3,0.94,13.44,False,False,True,False,True,True,True,58.4
2026-06-19,047 Toronto,WCP.TO,4,15.54,83.2,-86.3,5.2,28.7,9.4,0.83,14.3,False,False,True,False,True,True,True,56.6
