datum,exchange,ticker,score,price,rev_growth,rev_rank,rs,rs_rank,high52w,pct_from_high,breakout,breakout_vol,ma50,above_ma50,stop,total_score
2026-07-27,045 Londen,GROW.L,4,615.0,366.9,99.4,79.9,80.7,638.0,3.6,False,1.11,591.45,True,553.5,100.7
2026-07-27,045 Londen,APN.L,4,332.0,24.2,89.4,96.0,97.0,338.0,1.8,False,1.12,293.65,True,298.8,71.2
2026-07-27,045 Londen,FCH.L,4,225.5,37.6,94.5,81.7,82.5,230.5,2.2,False,0.53,159.48,True,202.95,68.3
2026-07-27,045 Londen,ATYM.L,3,905.5,47.8,95.4,84.1,84.9,1073.91,15.7,False,1.55,824.91,True,814.95,65.0
2026-07-27,045 Londen,CMCX.L,3,739.0,16.3,77.8,97.5,98.5,749.0,1.3,False,0.61,535.5,True,665.1,59.2
2026-07-27,045 Londen,AEP.L,3,179.0,25.0,90.3,81.1,81.9,226.95,21.1,False,0.42,166.1,True,161.1,56.8
2026-07-27,045 Londen,SGRO.L,3,982.0,7.6,57.8,74.0,74.7,982.0,0.0,True,1.76,802.86,True,883.8,50
2026-07-27,045 Londen,BPT.L,3,332.8,22.6,85.7,35.2,35.5,348.69,4.6,False,0.39,270.91,True,299.52,32.3
